FBgn0031208	CR11023   	chr2L     	7529      	9484      	+         	7529      	1.35995948996221	in        	PcG1      	chr2L     	5001      	20000     
FBgn0036919	Grasp65   	chr3L     	19924943  	19927175  	+         	19924943  	-0.188453712139832	8057out   	NA        	NA        	NA        	NA        
FBgn0036920	CG8004    	chr3L     	19927194  	19928508  	-         	19928508  	-0.105852738192895	4492out   	Null447   	chr3L     	19933000  	20004000  
FBgn0036921	RhoGDI    	chr3L     	19928743  	19932930  	+         	19928743  	-0.00229587799741458	4257out   	Null447   	chr3L     	19933000  	20004000  
FBgn0287592	CG46462   	chr3L     	19931691  	19932331  	+         	19931691  	0.320253263541327	1309out   	Null447   	chr3L     	19933000  	20004000  
FBgn0004852	Ac76E     	chr3L     	19939287  	19977960  	+         	19939287  	-0.236473520775409	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0036922	CG14182   	chr3L     	19978713  	19979812  	-         	19979812  	-0.0421322268791492	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0036926	CG7646    	chr3L     	19991887  	19996269  	+         	19991887  	0.038302155349061	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0013303	Nca       	chr3L     	19991887  	19997568  	+         	19991887  	0.0954685215589161	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0036927	Gabat     	chr3L     	19997714  	20000686  	-         	20000686  	1.67428988735891	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0036928	Tom20     	chr3L     	20000644  	20002446  	+         	20000644  	0.0788564185249251	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0036929	CG7668    	chr3L     	20002736  	20004834  	+         	20002736  	-0.0613221106511036	in        	Null447   	chr3L     	19933000  	20004000  
FBgn0261574	kug       	chr3L     	20005301  	20024607  	+         	20005301  	0.0688397375896498	in        	Null448   	chr3L     	20004000  	20035000  
FBgn0036931	CG14183   	chr3L     	20024687  	20027835  	-         	20027835  	1.29903007154257	in        	Null448   	chr3L     	20004000  	20035000  
FBgn0036932	CG14184   	chr3L     	20027819  	20029020  	-         	20029020  	-0.105623065715201	in        	Null448   	chr3L     	20004000  	20035000  
FBgn0036935	CG14186   	chr3L     	20098084  	20103827  	-         	20103827  	-1.46521929158906	in        	Null449   	chr3L     	20043000  	20116000  
FBgn0036939	CG7365    	chr3L     	20124298  	20127381  	-         	20127381  	1.29936115803584	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0005198	gig       	chr3L     	20129181  	20139010  	+         	20129181  	0.13033893787183	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036942	CG7328    	chr3L     	20139210  	20140607  	-         	20140607  	-1.83902750139529	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0261556	CG42674   	chr3L     	20149614  	20198317  	-         	20198317  	0.403521004899938	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036945	Ssk       	chr3L     	20188522  	20189779  	+         	20188522  	-1.80149915070176	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0262022	CG42833   	chr3L     	20200093  	20200487  	+         	20200093  	-1.16321653583922	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036948	CG7298    	chr3L     	20202070  	20203687  	-         	20203687  	1.32044958366771	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036952	CG6933    	chr3L     	20218500  	20220420  	-         	20220420  	-3.36947560429025	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036953	CG17145   	chr3L     	20221814  	20223197  	+         	20221814  	-0.61347508391933	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0260393	CG17147   	chr3L     	20223932  	20225324  	+         	20223932  	5.61776334478067	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0260397	Su(var)3-3	chr3L     	20226381  	20230250  	+         	20226381  	-0.155580361129128	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036956	CG13813   	chr3L     	20231669  	20233255  	+         	20231669  	2.97533280333484	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036958	CG17233   	chr3L     	20233173  	20241903  	-         	20241903  	0.0242328432100186	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0024814	Clc       	chr3L     	20241053  	20243735  	+         	20241053  	-0.190833874834854	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0036959	CG6951    	chr3L     	20241267  	20245312  	+         	20241267  	0.310529378219884	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0265959	rdgC      	chr3L     	20248080  	20265554  	+         	20248080  	0.382941021644578	in        	Null450   	chr3L     	20116000  	20250000  
FBgn0052227	gogo      	chr3L     	20268859  	20295133  	-         	20295133  	1.45254434653835	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036962	CG17122   	chr3L     	20273389  	20275335  	-         	20275335  	0.827939374265547	in        	Null451   	chr3L     	20250000  	20290000  
FBgn0264482	lncRNA:CR43890	chr3L     	20290702  	20291152  	-         	20291152  	3.73466450870617	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036964	FRG1      	chr3L     	20295802  	20296971  	-         	20296971  	0.160226996219026	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0052226	Pex23     	chr3L     	20297129  	20302141  	-         	20302141  	-0.0202314809531288	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036967	SCCRO4    	chr3L     	20299410  	20309511  	+         	20299410  	0.00417408167515119	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0052225	CG32225   	chr3L     	20304310  	20306283  	-         	20306283  	-1.40577558942552	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0003124	polo      	chr3L     	20309654  	20313466  	+         	20309654  	-0.196871783907801	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0250791	alphaSnap 	chr3L     	20313632  	20316577  	+         	20313632  	-0.0357158410830757	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0264467	asRNA:CR43875	chr3L     	20315134  	20317283  	-         	20317283  	0.000182990325285353	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0262057	Spn77Ba   	chr3L     	20317190  	20320116  	+         	20317190  	-0.102042733351579	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036969	Spn77Bb   	chr3L     	20320952  	20322358  	+         	20320952  	2.37485841332927	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036972	CR6434    	chr3L     	20322377  	20323209  	-         	20323209  	0.0265195130122725	in        	Active363 	chr3L     	20290000  	20334000  
FBgn0036970	Spn77Bc   	chr3L     	20342634  	20344319  	+         	20342634  	4.68246322670339	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036973	Rbbp5     	chr3L     	20345736  	20347942  	-         	20347942  	-0.016244154126625	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036974	eRF1      	chr3L     	20348355  	20353873  	+         	20348355  	-0.00978216340527776	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036975	CG5618    	chr3L     	20353449  	20356632  	+         	20353449  	1.02165260296476	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0024887	kin17     	chr3L     	20356807  	20358331  	+         	20356807  	0.0400227171198981	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036977	CG5665    	chr3L     	20358512  	20359820  	+         	20358512  	4.87641222478727	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0259676	Prim2     	chr3L     	20359833  	20361585  	-         	20361585  	-0.387080144514274	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036978	Toll-9    	chr3L     	20361843  	20366724  	-         	20366724  	-1.18470775046968	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0001259	in        	chr3L     	20367198  	20370259  	+         	20367198  	-0.0468979499380549	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036979	CG13247   	chr3L     	20370313  	20371746  	+         	20370313  	0.658193508081372	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0001247	Ide       	chr3L     	20371672  	20375896  	-         	20375896  	0.116086893561366	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0036980	RhoBTB    	chr3L     	20376242  	20382398  	+         	20376242  	0.0625015097410236	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0027565	CG5498    	chr3L     	20382405  	20384109  	-         	20384109  	0.345706487962193	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0011205	fbl       	chr3L     	20384429  	20391913  	+         	20384429  	-0.0310680725163041	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0264572	asRNA:CR43944	chr3L     	20389853  	20391387  	-         	20391387  	0.149577925138187	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0053969	CG33969   	chr3L     	20391685  	20393553  	-         	20393553  	0.146991839849056	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0028978	trbl      	chr3L     	20396288  	20401609  	-         	20401609  	0.322323553483401	in        	Active364 	chr3L     	20339000  	20403000  
FBgn0267635	lncRNA:CR45973	chr3L     	20404270  	20407558  	+         	20404270  	0.316427521748941	1270out   	Active364 	chr3L     	20339000  	20403000  
FBgn0036984	CG13248   	chr3L     	20407103  	20410566  	-         	20410566  	0.614565131709628	7566out   	NA        	NA        	NA        	NA        
FBgn0036985	zye       	chr3L     	20413604  	20424309  	+         	20413604  	2.67942837249029	10604out  	NA        	NA        	NA        	NA        
FBgn0036987	CG5274    	chr3L     	20426199  	20427666  	-         	20427666  	0.129287865436152	24666out  	NA        	NA        	NA        	NA        
FBgn0036988	CG5262    	chr3L     	20427962  	20430475  	-         	20430475  	0.00531829930398546	27475out  	NA        	NA        	NA        	NA        
FBgn0029158	Las       	chr3L     	20430605  	20432361  	-         	20432361  	0.544571746753918	29361out  	NA        	NA        	NA        	NA        
FBgn0284421	Psn       	chr3L     	20432468  	20435156  	+         	20432468  	-0.0230466873322689	29468out  	NA        	NA        	NA        	NA        
FBgn0036990	mRpL15    	chr3L     	20435110  	20436209  	-         	20436209  	-0.0201721759926823	33209out  	NA        	NA        	NA        	NA        
FBgn0036991	CtIP      	chr3L     	20436250  	20438370  	+         	20436250  	0.126825912378481	33250out  	NA        	NA        	NA        	NA        
FBgn0036992	Hpd       	chr3L     	20438166  	20439872  	-         	20439872  	1.74185625019715	36872out  	NA        	NA        	NA        	NA        
FBgn0266686	lncRNA:CR45176	chr3L     	20439600  	20439921  	+         	20439600  	0.263187914714224	36600out  	NA        	NA        	NA        	NA        
FBgn0264571	lncRNA:CR43943	chr3L     	20439954  	20440563  	+         	20439954  	0.637699745901011	36954out  	NA        	NA        	NA        	NA        
FBgn0036993	CG5910    	chr3L     	20442419  	20450580  	+         	20442419  	0.222711018941652	39419out  	NA        	NA        	NA        	NA        
FBgn0036994	CG5199    	chr3L     	20450532  	20452864  	-         	20452864  	0.0176751582038761	31136out  	NA        	NA        	NA        	NA        
FBgn0083120	Uhg8      	chr3L     	20453293  	20454731  	+         	20453293  	0.0459273145677849	30707out  	NA        	NA        	NA        	NA        
FBgn0086082	snoRNA:Or-CD11	chr3L     	20453733  	20453821  	+         	20453733  	-1.38860634297994	30267out  	NA        	NA        	NA        	NA        
FBgn0036995	atk       	chr3L     	20454690  	20464862  	-         	20464862  	2.7725010057039	19138out  	NA        	NA        	NA        	NA        
FBgn0036996	mag       	chr3L     	20460683  	20462274  	+         	20460683  	0.99472616836456	23317out  	NA        	NA        	NA        	NA        
FBgn0036997	CG5955    	chr3L     	20466944  	20469592  	+         	20466944  	4.4439007392222	17056out  	NA        	NA        	NA        	NA        
FBgn0052428	CG32428   	chr3L     	20469674  	20473723  	-         	20473723  	0.0479309222278716	10277out  	NA        	NA        	NA        	NA        
FBgn0036998	CG5969    	chr3L     	20473783  	20474791  	+         	20473783  	0.0038954475620318	10217out  	NA        	NA        	NA        	NA        
FBgn0036999	isoQC     	chr3L     	20474466  	20477003  	+         	20474466  	0.0250976805182005	9534out   	NA        	NA        	NA        	NA        
FBgn0037000	ZnT77C    	chr3L     	20484293  	20494921  	-         	20494921  	-0.870316109517188	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037001	ND-39     	chr3L     	20492082  	20497084  	+         	20492082  	-0.0308082431895522	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0052425	CG32425   	chr3L     	20497323  	20514107  	+         	20497323  	0.0413289119461871	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037003	CG18281   	chr3L     	20499836  	20501500  	+         	20499836  	-0.0586375036215097	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037004	CG17637   	chr3L     	20504186  	20505700  	+         	20504186  	0.135308176314039	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037005	CG5078    	chr3L     	20506032  	20507375  	+         	20506032  	0.164088305488748	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037007	BNIP3     	chr3L     	20514598  	20519393  	-         	20519393  	0.395765156016664	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037008	mTerf3    	chr3L     	20519590  	20520772  	-         	20520772  	-0.067102255420818	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037009	CG5104    	chr3L     	20521009  	20522434  	+         	20521009  	0.0528669839924169	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0287585	Pss       	chr3L     	20522440  	20526174  	-         	20526174  	-0.067047850444798	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037011	CG4858    	chr3L     	20526576  	20527910  	+         	20526576  	0.482613904028286	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037012	Rcd2      	chr3L     	20527972  	20540417  	-         	20540417  	2.00093503732095	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0037013	CG13250   	chr3L     	20533709  	20535335  	+         	20533709  	3.39022332258389	in        	Active365 	chr3L     	20484000  	20541000  
FBgn0001323	knrl      	chr3L     	20597141  	20620659  	-         	20620659  	0.0359950625741295	in        	PcG123    	chr3L     	20541000  	20712000  
FBgn0037014	CG13251   	chr3L     	20637199  	20640910  	+         	20637199  	1.17844130733676	in        	PcG123    	chr3L     	20541000  	20712000  
FBgn0001320	kni       	chr3L     	20692330  	20695378  	-         	20695378  	0.0594092275046372	in        	PcG123    	chr3L     	20541000  	20712000  
FBgn0037015	cmpy      	chr3L     	20712838  	20719200  	-         	20719200  	1.1413538771403	in        	Null452   	chr3L     	20712000  	20764000  
FBgn0037016	CG13252   	chr3L     	20730591  	20744508  	+         	20730591  	-0.0322477497107498	in        	Null452   	chr3L     	20712000  	20764000  
FBgn0037017	CG4074    	chr3L     	20768207  	20769500  	-         	20769500  	0.0110897138499876	5500out   	NA        	NA        	NA        	NA        
FBgn0040634	CG4186    	chr3L     	20769586  	20770138  	+         	20769586  	0.109436830411581	5586out   	NA        	NA        	NA        	NA        
FBgn0037018	CG4042    	chr3L     	20770143  	20771507  	-         	20771507  	-0.10289064562751	7507out   	NA        	NA        	NA        	NA        
FBgn0016696	Pitslre   	chr3L     	20771528  	20776931  	+         	20771528  	0.109508825230063	7528out   	NA        	NA        	NA        	NA        
FBgn0037019	Pex16     	chr3L     	20776766  	20778264  	-         	20778264  	-0.138508018131554	14264out  	NA        	NA        	NA        	NA        
FBgn0037020	Pex14     	chr3L     	20778799  	20780378  	+         	20778799  	0.186206777441164	14799out  	NA        	NA        	NA        	NA        
FBgn0037021	Pcif1     	chr3L     	20780350  	20786197  	-         	20786197  	-0.0220825196245891	22197out  	NA        	NA        	NA        	NA        
FBgn0037022	CG11396   	chr3L     	20786340  	20788137  	-         	20788137  	-0.124692908954025	24137out  	NA        	NA        	NA        	NA        
FBgn0037024	tzn       	chr3L     	20798645  	20800081  	+         	20798645  	-0.265940123823054	34645out  	NA        	NA        	NA        	NA        
FBgn0037025	Spc105R   	chr3L     	20800410  	20806853  	+         	20800410  	0.128774500784807	36410out  	NA        	NA        	NA        	NA        
FBgn0037026	CG3634    	chr3L     	20806868  	20809272  	-         	20809272  	-0.0862171960111608	45272out  	NA        	NA        	NA        	NA        
FBgn0037027	HIPP1     	chr3L     	20809669  	20813332  	+         	20809669  	-0.11251080728475	45669out  	NA        	NA        	NA        	NA        
FBgn0037028	CG3618    	chr3L     	20813353  	20816075  	-         	20816075  	-0.48099804254789	52075out  	NA        	NA        	NA        	NA        
FBgn0259243	Pka-R1    	chr3L     	20816118  	20836048  	+         	20816118  	-0.175009777623782	52118out  	NA        	NA        	NA        	NA        
FBgn0086915	Mst77F    	chr3L     	20816901  	20818027  	-         	20818027  	1.24751758643469	54027out  	NA        	NA        	NA        	NA        
FBgn0037030	CG3288    	chr3L     	20836182  	20837153  	+         	20836182  	1.45129138736302	72182out  	NA        	NA        	NA        	NA        
FBgn0040636	CG13255   	chr3L     	20837488  	20838839  	+         	20837488  	-0.441428987378611	73488out  	NA        	NA        	NA        	NA        
FBgn0267605	asRNA:CR45943	chr3L     	20838313  	20838700  	-         	20838700  	0.965899743971068	72300out  	NA        	NA        	NA        	NA        
FBgn0027055	CSN3      	chr3L     	20839096  	20841576  	-         	20841576  	0.000495732640325269	69424out  	NA        	NA        	NA        	NA        
FBgn0037031	CG11456   	chr3L     	20841987  	20844340  	+         	20841987  	0.215386666279848	69013out  	NA        	NA        	NA        	NA        
FBgn0052432	CG32432   	chr3L     	20844332  	20885188  	-         	20885188  	-3.04365569749894	25812out  	NA        	NA        	NA        	NA        
FBgn0267298	lncRNA:CR45734	chr3L     	20920802  	20921073  	+         	20920802  	-0.390942867926661	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0264550	lncRNA:CR43929	chr3L     	20921182  	20921749  	-         	20921749  	-0.4569952650984	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0011591	fng       	chr3L     	20925891  	20949512  	-         	20949512  	0.0685896252751298	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0037035	CG10589   	chr3L     	20927826  	20929190  	+         	20927826  	1.0268539768038	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0037037	CG10588   	chr3L     	20956934  	20960660  	+         	20956934  	-0.350989289418227	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0037040	CG12983   	chr3L     	20962655  	20966762  	-         	20966762  	-0.117998096929177	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0053287	CG33287   	chr3L     	20966766  	20970663  	-         	20970663  	1.8900569719882	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0053286	CG33286   	chr3L     	20970812  	20974700  	-         	20974700  	0.0229050669686527	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0037042	CG12984   	chr3L     	20991673  	20992930  	+         	20991673  	-0.446978255000097	in        	Active366 	chr3L     	20911000  	21019000  
FBgn0003415	skd       	chr3L     	20992814  	21027434  	-         	21027434  	-0.101671089184695	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0037044	Pdss2     	chr3L     	21027915  	21030141  	+         	21027915  	0.251264708082872	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0037045	CG10584   	chr3L     	21030280  	21031360  	-         	21031360  	0.176980190618693	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0028402	Sin       	chr3L     	21031825  	21033561  	+         	21031825  	-0.172664651491342	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0037046	CG10581   	chr3L     	21033554  	21034203  	-         	21034203  	-0.386663675404818	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0026179	siz       	chr3L     	21034535  	21075444  	+         	21034535  	0.0211681798776002	in        	Active367 	chr3L     	21027000  	21048000  
FBgn0020294	ko        	chr3L     	21075581  	21131159  	-         	21131159  	-0.184843395603631	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0053285	CG33285   	chr3L     	21088223  	21088989  	-         	21088989  	-0.449889054701069	in        	Active368 	chr3L     	21065000  	21130000  
FBgn0037050	ICA69     	chr3L     	21131446  	21133310  	+         	21131446  	0.442359334765546	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0037051	CG10565   	chr3L     	21133250  	21136353  	-         	21136353  	0.0594343724612002	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0024150	Ac78C     	chr3L     	21136447  	21171930  	-         	21171930  	0.454317409092919	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0021760	chb       	chr3L     	21172853  	21183278  	+         	21172853  	-0.148564821887358	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0270926	AsnS      	chr3L     	21173118  	21174973  	+         	21173118  	-1.66901150729872	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0259239	CG42337   	chr3L     	21183313  	21193363  	-         	21193363  	1.34859739444657	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0041100	park      	chr3L     	21194754  	21196853  	-         	21196853  	-0.207322816729916	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0085290	CG34261   	chr3L     	21196831  	21197738  	+         	21196831  	0.201211899946915	in        	Active369 	chr3L     	21131000  	21202000  
FBgn0053054	CG33054   	chr3L     	21197411  	21202882  	-         	21202882  	-0.59887929145009	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0053056	CG33056   	chr3L     	21198261  	21203232  	-         	21203232  	0.706689402341719	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0037057	CG10512   	chr3L     	21202920  	21208092  	+         	21202920  	0.117642716907458	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0037060	CG10508   	chr3L     	21210215  	21216051  	+         	21210215  	-0.0873979865001195	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0037061	Trmt112   	chr3L     	21215995  	21216839  	-         	21216839  	0.156737490377678	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0028427	Ilk       	chr3L     	21216901  	21219240  	+         	21216901  	0.0971505083141834	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0004865	Eip78C    	chr3L     	21226609  	21266503  	+         	21226609  	-1.87651875023104	in        	Null453   	chr3L     	21202000  	21241000  
FBgn0262854	CG43218   	chr3L     	21258020  	21258758  	+         	21258020  	-1.50452649522199	3980out   	Active370 	chr3L     	21262000  	21306000  
FBgn0037063	CG9391    	chr3L     	21266680  	21268335  	-         	21268335  	0.285834911702687	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037064	CG9389    	chr3L     	21268392  	21270580  	-         	21270580  	1.47960672844959	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0266655	asRNA:CR45162	chr3L     	21268601  	21269142  	+         	21268601  	-0.367780078811981	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0012034	AcCoAS    	chr3L     	21270722  	21280243  	-         	21280243  	-0.572163584930717	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0027945	ppl       	chr3L     	21280491  	21281506  	-         	21281506  	-0.0404902045230939	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037065	CG12974   	chr3L     	21281752  	21285962  	-         	21285962  	-2.61992344088959	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0259785	pzg       	chr3L     	21286099  	21290310  	+         	21286099  	-0.0992235880150089	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037067	Cpr78Ca   	chr3L     	21291860  	21292800  	-         	21292800  	0.0964881132776154	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0000551	Edg78E    	chr3L     	21296763  	21297803  	-         	21297803  	2.68380214006273	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037069	Cpr78Cc   	chr3L     	21300580  	21301171  	+         	21300580  	1.16556790647035	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037070	CG11309   	chr3L     	21301785  	21304658  	-         	21304658  	-0.168990534064825	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0267614	asRNA:CR45952	chr3L     	21302421  	21304135  	+         	21302421  	0.608520739739165	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0037071	CG7632    	chr3L     	21304697  	21306197  	+         	21304697  	0.332378379293221	in        	Active370 	chr3L     	21262000  	21306000  
FBgn0003042	Pc        	chr3L     	21306138  	21318020  	-         	21318020  	-0.399248831708551	4980out   	Null454   	chr3L     	21323000  	21374000  
FBgn0267234	lncRNA:CR45674	chr3L     	21318223  	21318650  	-         	21318650  	-1.25000915742417	4350out   	Null454   	chr3L     	21323000  	21374000  
FBgn0037073	Tsr1      	chr3L     	21335215  	21338232  	+         	21335215  	-0.160564067413764	in        	Null454   	chr3L     	21323000  	21374000  
FBgn0037074	Tbc1d8-9  	chr3L     	21337681  	21343716  	-         	21343716  	0.0605905840621101	in        	Null454   	chr3L     	21323000  	21374000  
FBgn0052436	CG32436   	chr3L     	21344033  	21355049  	+         	21344033  	0.626224489419922	in        	Null454   	chr3L     	21323000  	21374000  
FBgn0037076	ebd2      	chr3L     	21344768  	21349288  	-         	21349288  	0.0790120515203253	in        	Null454   	chr3L     	21323000  	21374000  
FBgn0037078	CG12971   	chr3L     	21355100  	21356495  	-         	21356495  	3.29524187792102	in        	Null454   	chr3L     	21323000  	21374000  
FBgn0261258	rgn       	chr3L     	21382501  	21424416  	+         	21382501  	0.229921970565899	in        	Active371 	chr3L     	21374000  	21439000  
FBgn0267616	lncRNA:CR45954	chr3L     	21413303  	21413643  	+         	21413303  	0.569836981402817	in        	Active371 	chr3L     	21374000  	21439000  
FBgn0037081	barc      	chr3L     	21420388  	21433134  	-         	21433134  	-0.0282943133517351	in        	Active371 	chr3L     	21374000  	21439000  
FBgn0053288	CG33288   	chr3L     	21427790  	21433066  	+         	21427790  	1.27310379115447	in        	Active371 	chr3L     	21374000  	21439000  
FBgn0005694	Aef1      	chr3L     	21433422  	21438639  	+         	21433422  	-0.187211444549569	in        	Active371 	chr3L     	21374000  	21439000  
FBgn0037082	CG5664    	chr3L     	21438628  	21441363  	-         	21441363  	0.350473002735843	in        	PcG124    	chr3L     	21439000  	21484000  
FBgn0283479	Alp1      	chr3L     	21442227  	21444819  	-         	21444819  	0.903792222146219	in        	PcG124    	chr3L     	21439000  	21484000  
FBgn0267849	Syx7      	chr3L     	21445834  	21448128  	+         	21445834  	0.00205628508930405	in        	PcG124    	chr3L     	21439000  	21484000  
FBgn0037085	Neu2      	chr3L     	21484891  	21490586  	-         	21490586  	-1.16690106893394	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037086	CG7202    	chr3L     	21491399  	21492773  	-         	21492773  	-0.814320717952055	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037087	CG7519    	chr3L     	21493083  	21493907  	+         	21493083  	-0.040758500943532	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0015239	Hr78      	chr3L     	21494019  	21497494  	-         	21497494  	-0.192508784573834	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0264554	asRNA:CR43933	chr3L     	21496393  	21498830  	+         	21496393  	0.124643237370632	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0264561	Glg1      	chr3L     	21497549  	21507538  	-         	21507538  	-0.118087645403739	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037090	Est-Q     	chr3L     	21501421  	21503959  	+         	21501421  	0.018649231835927	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037092	M6        	chr3L     	21507852  	21512749  	+         	21507852  	0.0209096643677457	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0026371	SAK       	chr3L     	21512141  	21515887  	-         	21515887  	0.0313797116838932	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037093	Cdk12     	chr3L     	21516306  	21522684  	+         	21516306  	-0.169372412618636	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0037094	CG7611    	chr3L     	21523186  	21528163  	+         	21523186  	-0.123046417819077	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0052442	Arv1      	chr3L     	21528218  	21529333  	-         	21529333  	0.00557856666003452	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0264469	asRNA:CR43877	chr3L     	21528546  	21529115  	+         	21528546  	2.13852988626303	in        	Active372 	chr3L     	21484000  	21542000  
FBgn0029152	Mkrn1     	chr3L     	21529959  	21533713  	-         	21533713  	-0.000838110820251741	in        	Active372 	chr3L     	21484000  	21542000  
