seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_SUMOnub3	WD_NOnub1	WD_NOnub2	WD_NOnub3
chr2L	13154233	13154913	681	*	6.35914658725495	5.5502239282054	6.87434637817964	-1.32146055153469	3.05711717679766e-07	1.02540805305088e-06	49.46	34.25	56.86	119.61	111.41	120.95
chr3L	10855760	10856103	344	*	5.18334917303496	3.82639872851041	5.87004541724302	-1.93663334631982	3.12180989976787e-07	1.04348386269058e-06	11.31	11.65	19.61	62.95	66.24	46.27
chr2R	12888333	12889774	1442	*	6.66751780877327	5.8506956208207	7.18586056085225	-1.34272144158903	3.23161551349508e-07	1.07646227104698e-06	70.66	46.59	55.88	151.08	109.91	175.81
chr2L	9607935	9608491	557	*	5.65686625632961	4.62483946589523	6.25234828519245	-1.57941574938727	3.75079696432874e-07	1.24510992011738e-06	25.44	26.03	22.55	64.52	88.83	75.35
chr2L	11219558	11220168	611	*	5.79607684645618	4.77849337397511	6.38685320138553	-1.56590686701041	3.95570525981805e-07	1.30863400033707e-06	28.26	24.66	29.41	102.3	70.76	77.99
chrX	7204606	7205488	883	*	6.11456139773206	5.15164678624116	6.68694718833369	-1.48088238468918	4.02125371333789e-07	1.32577852801515e-06	25.44	39.05	42.15	81.84	112.92	114.34
chr3R	6741790	6742423	634	*	6.12421425965347	5.24020534925797	6.66834386243816	-1.38848774059613	4.35151152947784e-07	1.42978235968558e-06	35.33	41.79	36.27	80.26	120.44	104.43
chr2L	5292040	5293479	1440	*	7.34836400857458	6.63701299547345	7.82267239278318	-1.17090072437257	4.41483424659725e-07	1.44567114651286e-06	79.14	89.06	130.38	199.87	212.28	267.02
chr2R	14927984	14928508	525	*	5.00499813817248	2.82510909307102	5.83631381737056	-2.66243982164733	5.05469584936354e-07	1.64960682110986e-06	0	7.54	13.72	56.66	73.77	40.98
chr2L	379369	379795	427	*	4.78173562877737	3.31183989940144	5.49454409827047	-2.02647587769374	5.29233203606869e-07	1.72134435920618e-06	7.07	10.96	11.76	51.93	43.66	39.66
chr3R	23496091	23496803	713	*	5.56926425385364	4.53434275104115	6.16568190377472	-1.58637259418434	5.31152802965383e-07	1.72179062974684e-06	25.44	20.55	23.53	77.11	76.78	61.47
chr4	832832	833521	690	*	5.52884379940301	4.06916913446207	6.23939118693771	-2.03873826037686	5.34487374024073e-07	1.72680536223162e-06	9.89	13.02	27.45	94.43	70.76	61.47
chr2R	23637369	23638258	890	*	6.17309766078858	5.34555903585708	6.69566590771614	-1.31473242045971	5.42191061565941e-07	1.74585521824233e-06	33.92	39.05	49.01	114.89	90.33	105.75
chr2L	11447509	11447991	483	*	5.56365906065551	3.37655159821209	6.39586754899327	-2.69417814723466	5.54775024038878e-07	1.78044077482245e-06	0	9.59	21.57	92.85	79.79	79.97
chr4	807963	808717	755	*	5.69504857140278	4.68978847940503	6.2817601828742	-1.58727565414128	5.73275287930745e-07	1.83372161636126e-06	31.09	19.87	26.47	72.39	73.77	87.24
chr2L	547985	548444	460	*	5.25090515200743	3.90655808257158	5.93452778573808	-2.00703976199859	5.97445543167426e-07	1.90472737524665e-06	24.02	8.22	12.74	58.23	67.75	57.5
chr2R	23632008	23632995	988	*	6.17379290580694	5.29862884018796	6.71462180627791	-1.34712565160509	6.33571526975346e-07	2.01325689163876e-06	28.26	48.64	41.17	103.87	111.41	99.8
chr3R	29524159	29524766	608	*	5.24868269616741	3.83620219628613	5.94853169337537	-2.05007393879104	6.67431755014198e-07	2.11389860768431e-06	21.2	8.91	12.74	72.39	69.26	43.62
chr3R	19283332	19283623	292	*	3.98640284368947	0.818672270061954	4.90381149550228	-3.36324296139682	6.75556222854793e-07	2.13263827214944e-06	0	1.37	3.92	36.2	33.12	20.49
chr3L	12615085	12616028	944	*	5.87010181769069	4.96419975351879	6.42228320674082	-1.43481611137316	7.34250495794263e-07	2.31037778155459e-06	29.68	26.72	37.25	80.26	85.82	91.21
chr2R	11711791	11712435	645	*	6.20159401843833	5.26343322017413	6.76534005163926	-1.48036883269665	7.51355006279751e-07	2.35652251969558e-06	43.81	25.35	46.07	114.89	118.94	92.53
chr2L	66995	67254	260	*	5.06660023824439	3.72133929337271	5.75044686579361	-1.97391971346361	7.59794331231809e-07	2.37527936559847e-06	19.79	10.96	8.82	64.52	52.69	44.28
chr3R	14655243	14657067	1825	*	7.50080366780569	6.83748807128317	7.95347765168133	-1.10840200682153	7.66216635958473e-07	2.38737497439514e-06	113.06	84.95	145.08	218.75	277.02	247.85
chr2L	552621	553464	844	*	5.90211334896876	4.87836292344851	6.49490655853969	-1.56671656434183	7.68606228816654e-07	2.38737497439514e-06	25.44	22.61	40.19	94.43	94.85	81.3
chr2R	12971164	12972465	1302	*	7.09161059330058	6.21716646874117	7.63216960204288	-1.38763745878827	7.88044490770817e-07	2.43990698104042e-06	66.42	47.96	108.81	199.87	206.26	189.03
chr3R	29525149	29525800	652	*	5.96075467027957	4.99366492070254	6.53457811593154	-1.51549056256935	7.93304447054895e-07	2.44834535416942e-06	35.33	23.98	36.27	111.74	79.79	86.58
chr2R	15027183	15027881	699	*	5.61417579192279	4.59553970248539	6.20529720751078	-1.55062369771823	8.53043495834292e-07	2.62433126425454e-06	21.2	21.92	29.41	73.97	81.3	66.09
chr2L	12651440	12651883	444	*	4.96606066101517	3.09715942957086	5.75367544819891	-2.50297879398962	8.57853842496621e-07	2.63075178365631e-06	9.89	2.06	13.72	66.1	48.18	47.59
chr3R	16208243	16208924	682	*	6.16857576008298	5.10762233551493	6.77329691607446	-1.58889374255742	8.81912056381435e-07	2.69597166602679e-06	22.61	30.83	50	124.33	115.93	87.91
chr2L	18871245	18871747	503	*	4.67260940609871	2.48426112451642	5.50497086013126	-2.78800262034353	9.49286765483331e-07	2.89277922857066e-06	11.31	5.48	0	55.08	42.16	39
chr3L	4383153	4384557	1405	*	7.13373185423444	5.87459008932926	7.79567073971147	-1.85382879227299	9.90037587218448e-07	3.00747267060698e-06	96.1	46.59	33.33	256.52	278.53	131.53
chr3L	437392	437778	387	*	5.46589677392459	3.46676819513449	6.27312716425874	-2.56068652319852	1.10224128216257e-06	3.33782156291237e-06	15.55	13.7	3.92	94.43	103.88	33.71
chr2R	18531787	18532537	751	*	5.97640642789776	4.74930546336043	6.62976461004174	-1.79884140207562	1.13961457209424e-06	3.44021148950949e-06	18.37	19.18	43.13	116.46	82.81	97.82
chr3R	8228187	8228497	311	*	4.43714147235316	2.08548964971104	5.28840352812444	-2.73091576848852	1.19591657081739e-06	3.59892650283365e-06	0	6.85	5.88	45.64	45.17	26.44
chr3R	16231776	16232709	934	*	5.96212047586045	4.48773448549687	6.67591610610848	-2.10329784957387	1.21580372884783e-06	3.64741118654349e-06	29.68	8.22	29.41	83.41	129.48	93.85
chr2R	12886852	12887509	658	*	5.47049066920193	4.21795302747555	6.13068063495359	-1.88048526876646	1.28548459068511e-06	3.84451428669292e-06	29.68	14.39	11.76	83.41	58.72	68.08
chr2L	20399493	20399966	474	*	5.65519564802867	4.57098654115207	6.26716989776173	-1.60404764266978	1.35638944241174e-06	4.04405000422761e-06	19.79	26.03	25.49	83.41	88.83	58.82
chr2L	5734	9122	3389	*	7.81142925081476	7.04902142321828	8.30762402455947	-1.25358147080647	1.43068147961645e-06	4.25242556710613e-06	193.61	87.01	116.66	324.2	317.67	308.66
chr3R	8190557	8190964	408	*	5.84110486700926	4.66691874658729	6.47974994212643	-1.78908999216608	1.54469336468851e-06	4.57722021561074e-06	39.57	15.07	21.57	83.41	102.38	81.96
chr3L	17965001	17965288	288	*	5.00086418084844	3.04119280931781	5.80236472856177	-2.59619578839231	1.56215982214788e-06	4.61482075900568e-06	16.96	4.8	2.94	62.95	70.76	33.71
chr3R	15919676	15919698	23	*	3.17915430800787	0	4.17915430800787	-4.28060384864846	1.70675448457549e-06	5.02660009786561e-06	0	0	0	22.03	21.08	11.24
chr3R	28891912	28892597	686	*	6.03316422716776	4.83774797783163	6.67779539201225	-1.77033495338274	1.72048907507928e-06	5.05164877363702e-06	39.57	31.51	14.7	107.02	123.46	76.67
chr4	193260	193829	570	*	5.50599670584389	4.38004090299525	6.13061387441569	-1.69687730489505	1.81528750519518e-06	5.31384160611681e-06	25.44	16.44	20.59	86.56	70.76	52.88
chr3R	6965250	6966220	971	*	6.4140047128372	5.59522359806959	6.93312314375563	-1.31289418694978	1.88115588713156e-06	5.47818391310655e-06	40.98	38.36	65.68	135.34	102.38	128.88
chr3L	16545531	16546094	564	*	6.14080886275509	4.85156503217047	6.81059267962544	-1.88766848690341	1.8827712827654e-06	5.47818391310655e-06	43.81	21.24	21.57	146.36	124.96	65.43
chr2R	14173717	14174869	1153	*	6.56953285381988	5.7841313256464	7.07523026940381	-1.26864429142362	2.10963367382528e-06	6.11983822497062e-06	57.94	39.73	67.64	152.66	141.52	110.38
chr3L	9044411	9044567	157	*	3.08656075814998	0	4.08656075814998	-4.2346590494628	2.16476865348597e-06	6.26097760259716e-06	0	0	0	22.03	15.06	13.88
chr3L	14202315	14202812	498	*	5.51609736405401	4.46581612555464	6.1174382501859	-1.63646024806896	2.17197604670105e-06	6.26307122720362e-06	25.44	14.39	26.47	64.52	67.75	76.01
chr2R	11516471	11516775	305	*	4.6554115980757	2.91434987756741	5.42166798456233	-2.42015992123776	2.30317469999094e-06	6.62162726247394e-06	12.72	2.06	7.84	45.64	40.65	42.3
chr2L	20018453	20018593	141	*	3.69573146236018	0	4.68296241283777	-4.14161248513089	2.44193888880848e-06	6.99974174062016e-06	0	0.69	0	26.75	33.12	17.18
chr3L	6905358	6905926	569	*	5.15349871659399	4.00340920722771	5.78521089968152	-1.67804798834459	2.51739436705588e-06	7.1946833093964e-06	14.13	21.24	12.74	50.36	60.22	54.86
chr2R	12228838	12229958	1121	*	6.94004627510215	5.81940570380375	7.56308006138299	-1.68985215589242	2.55324640082594e-06	7.27562248730932e-06	80.55	34.94	53.92	232.92	227.34	107.07
chr3L	12661222	12661771	550	*	5.86892544548638	5.06865158212524	6.38065643459141	-1.28476946908718	2.64699631048747e-06	7.52058363509087e-06	32.5	32.88	35.29	83.41	81.3	85.26
chr3R	27217480	27218185	706	*	5.66998093311622	3.67800783181766	6.47618550091379	-2.48872193138974	2.70708322586307e-06	7.6687460298643e-06	0	17.81	20.59	94.43	93.34	79.31
chr3R	7960855	7961602	748	*	5.63855636309209	4.23875504606385	6.33545707018139	-2.02064787487398	2.80095032694495e-06	7.91145618663399e-06	26.85	8.22	21.57	83.41	99.37	59.48
chr2L	6447715	6448183	469	*	5.12957172718297	3.09071375587035	5.94239332639606	-2.62630896052929	2.9809782106551e-06	8.39540802184497e-06	12.72	2.06	10.78	55.08	96.36	33.05
chr2R	9496442	9496681	240	*	4.13732220338541	2.2039603300061	4.93490106232959	-2.5190424300856	3.03846632198257e-06	8.53243740417199e-06	7.07	4.8	1.96	33.05	31.62	27.1
chr3R	25090695	25091234	540	*	4.94170064422656	3.34504357059351	5.68099382022626	-2.09369136022473	3.05516224293645e-06	8.55445428022206e-06	4.24	16.44	9.8	50.36	63.23	40.32
chr2L	499660	500096	437	*	5.24125356765629	4.07222065733504	5.87842850374244	-1.68818308277261	3.16464690845807e-06	8.8354014843078e-06	14.13	22.61	13.72	53.51	70.76	52.21
chr3L	16195743	16196016	274	*	4.53776418581806	2.92091509803733	5.28102339011566	-2.19493578530086	3.21510463841813e-06	8.95040657265681e-06	9.89	8.91	3.92	48.79	36.13	31.73
chr2R	16724763	16725248	486	*	5.2062273204833	4.18223744016413	5.79909861146081	-1.5744507860154	3.30742338245119e-06	9.1809511133559e-06	19.79	15.07	19.61	55.08	61.73	50.23
chr2L	12025836	12026565	730	*	5.40423593224598	4.41489877098953	5.98562656826053	-1.53735680169146	3.32954266591571e-06	9.21586881167499e-06	24.02	16.44	23.53	67.67	66.24	56.18
chrX	2134904	2135854	951	*	5.93226914902129	5.02455851003418	6.48510825411278	-1.40150749028837	3.35232778045412e-06	9.25242467405337e-06	22.61	32.88	42.15	81.84	96.36	90.55
chrX	4425136	4425590	455	*	5.4599423303282	4.33479150667117	6.08432018558265	-1.71072770809845	3.42415365797061e-06	9.42373912706443e-06	26.85	21.92	11.76	61.38	60.22	81.96
chr3R	21451771	21452086	316	*	4.65617414330007	2.43405633321227	5.49264245415445	-2.70634207281983	3.4427347173803e-06	9.44795948008344e-06	1.41	2.06	12.74	50.36	49.68	35.03
chr2R	17833788	17834141	354	*	5.01984301791712	3.75345400368927	5.68368952741194	-1.83425932321678	3.49585979693926e-06	9.56657383525021e-06	9.89	10.96	19.61	40.92	61.73	51.55
chr3L	1177835	1178760	926	*	6.73037128533481	5.98270872290754	7.22035835877018	-1.21434914613989	3.58043977446596e-06	9.77035260489864e-06	48.05	53.44	88.23	141.64	138.51	167.22
chr2L	9581508	9582106	599	*	5.61172651180653	4.71272812169411	6.16138690381016	-1.40368300580847	3.63546848657533e-06	9.89257058600499e-06	26.85	25.35	26.47	70.82	79.79	64.11
chr2L	15109078	15109987	910	*	6.0194993052376	4.62871309574304	6.7142842019248	-2.00068572722956	3.81804710932488e-06	1.03602064820445e-05	42.4	23.98	7.84	103.87	105.39	105.75
chr4	959842	960267	426	*	5.42325053873781	4.39400274757289	6.01783200615767	-1.53555744966047	4.14390414727837e-06	1.12129171044003e-05	19.79	24.66	18.63	69.25	72.27	52.88
chr3R	25555253	25555631	379	*	5.21628711222291	4.22569144445401	5.79810116314356	-1.53167646329646	4.21090077744295e-06	1.13623747234913e-05	19.79	15.76	20.59	56.66	58.72	51.55
chr3L	3388980	3389004	25	*	3.07762824646475	0	4.07762824646475	-4.13985249266575	4.30927810626462e-06	1.15954391383054e-05	0	0	0	17.31	24.09	9.25
chrX	23262309	23262715	407	*	4.00243821242577	4.84000369653501	1.77114665900622	2.75666244444847	4.57853624560578e-06	1.22857389257089e-05	33.92	29.46	22.55	1.57	6.02	2.64
chr3R	18795416	18795791	376	*	4.74013185812611	2.54196991467723	5.5736979299133	-2.73281506022935	4.76359738993954e-06	1.27469115752953e-05	11.31	6.17	0	55.08	58.72	29.08
chr3R	6966641	6967129	489	*	5.72773952307845	4.75325277172197	6.30409634897265	-1.46847220531075	4.77943711347602e-06	1.27539675459056e-05	19.79	28.77	32.35	92.85	76.78	67.42
chr3L	24723449	24724381	933	*	6.28539102504603	5.39144631221052	6.83319550262509	-1.42007452097873	5.13256506896715e-06	1.36585615884911e-05	50.88	26.03	49.01	114.89	133.99	93.19
chr4	1097907	1098107	201	*	4.23373138099854	2.54947884747114	4.9897605439394	-2.23147078451833	5.28050135720252e-06	1.40136382171913e-05	4.24	5.48	7.84	34.62	31.62	29.08
chr3R	5042809	5043288	480	*	5.14126228654857	3.96983633220554	5.77912076418826	-1.7065903712441	5.50720501976443e-06	1.45752330112122e-05	12.72	13.7	20.59	61.38	61.73	41.64
chr2L	5376427	5376975	549	*	6.11152117898833	5.04986892786923	6.71646253282371	-1.60288620267519	5.52952602164998e-06	1.45943227784532e-05	21.2	30.14	48.03	103.87	76.78	134.83
chr2L	1644256	1645020	765	*	5.8728456813654	4.795334001193	6.48274680196984	-1.65514358174085	5.74945978881798e-06	1.51334554659351e-05	40.98	17.81	24.51	92.85	105.39	70.06
chr2R	16583593	16583871	279	*	5.75405810840861	4.42187006268316	6.43468364081357	-1.93217951377931	5.93245451023446e-06	1.55726930893655e-05	31.09	11.65	21.57	97.57	108.4	53.54
chr2L	14490169	14490800	632	*	5.89038364265472	4.24339226426311	6.63944128274031	-2.22160734398769	6.08568762846628e-06	1.5931637531432e-05	12.72	6.85	37.25	111.74	105.39	81.96
chr4	503526	503886	361	*	4.70080439726719	3.20171106597796	5.41996535670562	-2.07458369109985	6.32312884128657e-06	1.65084931369806e-05	12.72	10.96	3.92	47.21	48.18	33.05
chr3R	30259030	30259276	247	*	4.74786636401439	3.505984279238	5.4052130442922	-1.77194250020141	6.52119365786033e-06	1.6979711788391e-05	9.89	14.39	9.8	42.49	43.66	40.98
chr2L	506849	507746	898	*	6.11251723470589	5.20313083273158	6.6659647542598	-1.45460681726293	6.89219538196457e-06	1.78776976724843e-05	53.7	27.4	29.41	121.18	84.31	99.14
chr3R	16250164	16250668	505	*	5.585176807101	4.66591916680462	6.14218878227191	-1.43224349748919	6.90308616132158e-06	1.78776976724843e-05	21.2	22.61	32.35	73.97	63.23	74.69
chr3R	25137464	25137854	391	*	5.13932919018877	4.0729650103604	5.74575160207726	-1.63869084678161	7.51708434465392e-06	1.9415784697689e-05	21.2	11.65	17.65	56.66	58.72	45.61
chr3R	10686490	10686749	260	*	5.05631478983145	3.22916865940514	5.83719466741788	-2.45480020161931	7.55906086017745e-06	1.94721407758171e-05	16.96	1.37	9.8	69.25	52.69	49.57
chr3R	16236801	16237065	265	*	5.37737922962898	4.15168432426002	6.03035529319635	-1.77233362322922	7.62625327435496e-06	1.95929804867737e-05	14.13	13.7	25.49	67.67	82.81	45.61
chrX	18309296	18309705	410	*	5.0186739801962	4.01326377049711	5.60543538492997	-1.55499662119234	7.91565727831841e-06	2.02825594982907e-05	18.37	14.39	15.68	48.79	49.68	47.59
chr3R	26006225	26006829	605	*	6.12918054464067	5.21550988802331	6.68417916569183	-1.4113974202348	8.31795156371118e-06	2.12569873294841e-05	22.61	34.94	53.92	94.43	102.38	111.7
chr2R	13464006	13464428	423	*	4.96589034269696	3.40234778320546	5.69853351940974	-2.13333815168812	8.69599118467672e-06	2.21644524654293e-05	5.65	5.48	20.59	47.21	55.71	52.88
chr3L	11010541	11010937	397	*	5.62494430160069	4.64706451235815	6.20245738249882	-1.51012968580377	8.86417933031337e-06	2.25182215922753e-05	24.02	17.81	33.33	83.41	70.76	66.76
chr3L	8822251	8822797	547	*	5.47633645263196	4.54370768122525	6.03812412406745	-1.46004006961282	8.881410379562e-06	2.25182215922753e-05	24.02	18.5	27.45	58.23	76.78	62.13
chr3L	9042249	9043007	759	*	5.8066903709146	4.95831280913462	6.33735146673003	-1.34335437601774	1.06366865385518e-05	2.68980083671231e-05	26.85	30.14	36.27	64.52	88.83	89.23
chr3L	14578785	14579506	722	*	5.73162602821006	4.60735977328071	6.35574070901102	-1.70636178141513	1.11012743813029e-05	2.79995588833907e-05	31.09	11.65	30.39	89.7	81.3	74.69
chr2L	78891	79402	512	*	4.99529395711457	3.36189118335575	5.74175544689633	-2.12974372563262	1.21226922068977e-05	3.04961475829769e-05	2.83	12.33	15.68	58.23	69.26	33.05
chr2R	12977526	12977788	263	*	4.18182062543496	2.32494990426648	4.96751809692901	-2.33778534479941	1.28745977364689e-05	3.23035361387764e-05	1.41	4.8	8.82	31.48	34.63	27.76
chr3L	12695114	12695716	603	*	5.72801894288169	4.9540999803784	6.22899769603926	-1.24031260110431	1.32082734278478e-05	3.3054901894562e-05	31.09	31.51	30.39	75.54	76.78	72.7
chrX	3746402	3746759	358	*	4.33124642882708	2.37949163230012	5.13157556318445	-2.36926323264558	1.42438321192322e-05	3.55543716464557e-05	1.41	10.28	3.92	33.05	33.12	39
chrX	16216516	16216858	343	*	4.92245409943922	3.79507840227409	5.54749296827726	-1.71613118094777	1.43411448864682e-05	3.57050153616707e-05	16.96	10.96	13.72	33.05	55.71	51.55
chr3R	12313769	12314048	280	*	5.29750726271422	4.34749447241417	5.8654149226507	-1.49865283145964	1.50287777611745e-05	3.73208208670811e-05	21.2	14.39	25.49	55.08	55.71	64.11
chr3R	23472346	23472890	545	*	5.65599952146753	4.56929902115509	6.26874175084966	-1.61869789865643	1.51740145849613e-05	3.7584866895058e-05	19.79	17.13	34.31	84.98	88.83	57.5
chr2R	12019522	12019780	259	*	4.74556728392505	3.6287435970906	5.36745935656853	-1.66219367156852	1.64631166702268e-05	4.06735823617368e-05	12.72	11.65	12.74	47.21	37.64	39
chr3R	27201386	27201815	430	*	4.50080663747427	1.93462282334456	5.37355641910529	-2.89768612614152	1.65725146800093e-05	4.08394111757373e-05	0	0.69	10.78	44.07	40.65	39.66
chr3R	8153924	8154322	399	*	5.86269252517806	5.03940127427001	6.38359126391919	-1.32568052854211	1.76860787686976e-05	4.34726516299284e-05	36.74	24.66	37.25	73.97	97.86	78.65
chr2R	12998867	12999530	664	*	5.61968549725625	4.47485404174256	6.24986492933026	-1.73260728665176	1.87237677476559e-05	4.59064965589737e-05	36.74	19.18	10.78	83.41	66.24	78.65
chr2R	14204752	14205143	392	*	4.52142037584515	2.88477136120766	5.26850472204585	-2.11533537852682	1.89314970901292e-05	4.62982941495312e-05	4.24	13.02	4.9	31.48	45.17	39
chr2L	12824194	12824905	712	*	5.26781440793956	4.01656480520431	5.92766209014088	-1.79678530916568	1.91832187192627e-05	4.67954274818379e-05	8.48	11.65	28.43	55.08	64.74	62.79
chr2R	14799062	14799656	595	*	5.71340611117848	4.6276426109454	6.32585971095717	-1.6591950996632	2.04034704157867e-05	4.964673154068e-05	36.74	17.81	19.61	58.23	108.4	74.03
chr2R	16827673	16827758	86	*	3.48463661460444	0.310578134867733	4.40241723177886	-3.10315239834599	2.14326520517279e-05	5.20199544773095e-05	0	2.74	0.98	25.18	21.08	17.18
chr3R	6678414	6679174	761	*	6.01412626630771	5.32353857610184	6.47921118167408	-1.14733208004039	2.21117046826501e-05	5.35336008106265e-05	48.05	39.73	32.35	91.28	85.82	90.55
chr3L	19193896	19194342	447	*	5.33693224632127	4.32880736461871	5.92459290438965	-1.50425554081639	2.41774055986145e-05	5.8388434520654e-05	11.31	20.55	28.43	61.38	58.72	62.13
chr3R	4453571	4453965	395	*	4.8258212302148	2.44601420478477	5.68010810406695	-2.67012310824554	2.47828727414384e-05	5.97013842100487e-05	0	14.39	1.96	56.66	54.2	42.96
chr3L	10852510	10853080	571	*	5.55433971969713	4.6036653309668	6.12247833100252	-1.46586613776483	2.49171795352349e-05	5.98756105249674e-05	18.37	21.24	33.33	55.08	75.28	78.65
chr3R	6994623	6995017	395	*	5.25845271373852	4.33162631884749	5.81817535619991	-1.42182760560346	2.52568732878501e-05	6.05412893202562e-05	15.55	23.29	21.57	48.79	55.71	64.77
chr2R	23043082	23043475	394	*	5.25301251966393	4.2435685191594	5.84110933228988	-1.5936415702978	2.54754697633203e-05	6.09141182954638e-05	26.85	12.33	17.65	61.38	45.17	65.43
chr2R	6632627	6633019	393	*	4.92435549871228	3.44663452974995	5.63888188579411	-1.98988247857225	2.58055949091185e-05	6.15511226721196e-05	2.83	10.28	19.61	45.64	60.22	43.62
chr2L	14226168	14226542	375	*	5.21997331308826	4.3369626525645	5.76373178006913	-1.38769231277293	2.62410345111461e-05	6.24355648713476e-05	19.79	21.24	19.61	45.64	57.21	60.15
chr4	659511	660402	892	*	6.36565386709333	5.74485216898962	6.79828253471526	-1.04188813658542	2.76860665429698e-05	6.57118925811027e-05	53.7	42.47	64.7	122.75	105.39	105.75
chr2R	24411587	24411779	193	*	4.04229524029728	1.42338458062376	4.91981130705331	-3.06018098058648	2.88125654835627e-05	6.82179859243175e-05	7.07	0	0.98	22.03	43.66	25.12
chr3R	16899319	16899752	434	*	4.69462604201842	2.64117950937076	5.50945708077322	-2.60270386580147	2.90713854487424e-05	6.8552510795177e-05	9.89	0	8.82	48.79	37.64	50.23
chr2R	16721354	16721659	306	*	4.31395262212613	2.96499412197264	4.99870373154996	-1.89367317945973	2.90957861553029e-05	6.8552510795177e-05	7.07	7.54	8.82	33.05	33.12	29.74
chr3R	13374624	13375279	656	*	6.18514730532736	4.49493376039105	6.9422720887289	-2.26516938636016	2.97493805574737e-05	6.99219017482229e-05	48.05	6.85	12.74	152.66	147.54	68.74
chr3R	16209402	16210603	1202	*	6.31476649312886	4.85852804183685	7.02454932237603	-2.01212938076952	2.98718349701078e-05	7.00393023813693e-05	16.96	10.28	59.8	133.77	138.51	118.31
chr3L	387133	387426	294	*	4.56411747815878	3.29186355666598	5.22949891862799	-1.8223437678372	3.0346129514435e-05	7.09790825930852e-05	9.89	11.65	7.84	42.49	27.1	42.96
chr3R	16969024	16969492	469	*	5.23414197529502	4.39479291021299	5.76131674736736	-1.35468995118811	3.19664914456083e-05	7.45884800397527e-05	24.02	18.5	20.59	50.36	54.2	58.16
chr2L	247636	248145	510	*	5.18592879553039	3.99305662453443	5.82984856495487	-1.77676763937457	3.24434086933176e-05	7.55188742114332e-05	18.37	6.85	22.55	66.1	49.68	54.86
chr2L	8468681	8469202	522	*	5.2110151921623	3.89833758513582	5.88676517774628	-1.90741991448011	3.52227012858121e-05	8.17911765434963e-05	18.37	4.8	21.57	55.08	66.24	56.18
chr3R	26008973	26009462	490	*	5.69705551566219	4.4366155196822	6.35933701280203	-1.78053629481428	3.53902947779519e-05	8.19832727949678e-05	7.07	22.61	35.29	70.82	94.85	80.64
chr2L	14409694	14410765	1072	*	6.29126785065761	5.54901329781793	6.77895545229135	-1.20795052947718	3.70689641747628e-05	8.56665535713417e-05	45.22	31.51	63.72	111.74	115.93	101.79
chr3L	18239222	18239693	472	*	5.12121354056173	4.20685304859053	5.67646132866346	-1.41239504258814	3.71757615610089e-05	8.57083190165504e-05	18.37	16.44	20.59	51.93	57.21	44.28
chr4	527884	528076	193	*	4.53327770547986	3.0051890088713	5.25859445369385	-2.02670755440709	3.75716948520466e-05	8.64148981597072e-05	2.83	7.54	13.72	37.77	46.67	30.4
chr3L	12578425	12579186	762	*	5.52492816272224	3.92299760039159	6.26526355187671	-2.18243765504886	3.83450470405586e-05	8.79841221880752e-05	21.2	2.74	21.57	64.52	94.85	71.38
chr3R	26018667	26018864	198	*	3.98178914320721	2.34219702397662	4.72943674143903	-2.18133799884807	3.91300023843619e-05	8.9572469913018e-05	4.24	4.11	6.86	29.9	22.58	27.1
chr2R	11755660	11756002	343	*	4.98820376578901	2.76251552096574	5.82510002683442	-2.66507377027105	4.02167156670317e-05	9.18424286864128e-05	5.65	0	14.7	69.25	57.21	43.62
chr3L	6787831	6788117	287	*	4.4635985545857	3.02835337313318	5.16866166050946	-1.93600144574614	4.14264537784821e-05	9.43819678066361e-05	2.83	8.91	12.74	37.77	33.12	37.01
chr2L	21009185	21009648	464	*	5.12848132550616	3.79498227220778	5.80943152760963	-1.85945509496991	4.23459104496468e-05	9.62497635161385e-05	14.13	22.61	4.9	47.21	60.22	60.81
chr2L	3558440	3559218	779	*	5.59491078800691	4.75079513782582	6.12392992904707	-1.30762761567712	4.36226477801418e-05	9.89189618676455e-05	18.37	28.09	34.31	69.25	69.26	70.72
chr2L	86559	86883	325	*	4.45898517994329	2.5899189007862	5.2466261423098	-2.41302937515849	4.5453148636807e-05	0.000102828434620973	11.31	4.8	1.96	47.21	48.18	18.51
chr4	58532	60691	2160	*	7.29275385736018	6.56874490289011	7.772592018841	-1.16804839666214	4.68142717408866e-05	0.000105660248835739	72.07	70.56	142.14	223.48	251.43	181.1
chr3L	11009337	11010255	919	*	6.289172713303	5.59487981564947	6.75591764728122	-1.11501609569355	4.76407276932875e-05	0.000107274925295375	36.74	44.53	63.72	124.33	105.39	94.51
chrX	19028441	19028677	237	*	5.11736013447199	4.08308193243421	5.71357007308074	-1.52780157377135	4.91865579156626e-05	0.000110498174294256	16.96	19.18	14.7	53.51	66.24	37.67
chr2R	14027058	14027610	553	*	5.64927012666457	4.26359832593555	6.3428474104381	-1.96586785744495	5.01840875786422e-05	0.000112477560559091	33.92	10.96	12.74	96	103.88	43.62
chr3L	21644557	21644804	248	*	4.85011937999169	3.79029974793867	5.45448298328991	-1.62476757253894	5.08714763383907e-05	0.000113754273478901	15.55	10.28	15.68	50.36	31.62	49.57
chr2R	12978051	12978144	94	*	2.64535966915531	0	3.64535966915531	-3.69553599466705	5.24179050904616e-05	0.000116941561933917	0	0	0	18.89	12.04	6.61
