seqnames	start	end	width	strand	Conc	Conc_WD_SUMOnub	Conc_WD_NOnub	Fold	p.value	FDR	WD_SUMOnub1	WD_SUMOnub2	WD_NOnub1	WD_NOnub2
Pgant7_FBgn0030930_notChanged	chrX	18497986	18503258	5273	*	8.68271820763648	8.55327899618569	8.8014942232356	-0.068007247426456	0.361347232731449	0.824181319131205	359.13	392.19	383.65	508.72
Ppi1_FBgn0051025_Up	chr3R	30127119	30136599	9481	*	7.67903341681695	7.97081183608106	7.3128861192065	0.044318974057802	0.361404380193224	0.824181319131205	214.7	287.05	238.29	79.71
skl_FBgn0036786_Up	chr3L	18437942	18441942	4001	*	1.45348615241955	0	2.33918237453255	-0.0488145271046534	0.362487091212108	0.826031048648035	0	0.83	10.12	0
mars_FBgn0033845_notChanged	chr2R	13498621	13515112	16492	*	9.52835103389304	9.60311280776087	9.44950228122985	0.0671890779075545	0.363252246040997	0.826031048648035	760.22	795.23	746.14	652.2
ACOX1_FBgn0027572_notChanged	chr2R	17758940	17774552	15613	*	7.91687460426756	8.41825910354098	7.14197333815392	0.0305762634867713	0.363316570105665	0.826031048648035	264.47	419.73	272.33	10.15
Tmem18_FBgn0050051_notChanged	chr2R	12434120	12489986	55867	*	10.1547404917339	10.4674755552376	9.75489572168082	0.0416524648652506	0.363905060240334	0.826031048648035	1223.77	1607.98	1435.24	292.77
Mgat2_FBgn0039738_notChanged	chr3R	30020221	30123798	103578	*	11.2885703462934	11.4805023268545	11.0671281735086	0.0567485673459579	0.364572310503413	0.826031048648035	2583.18	3131.67	2980.89	1310.2
scaRNA:PsiU2-55_FBgn0263485_notChanged	chr2R	12159303	12192377	33075	*	11.1011679108703	11.038777340063	11.1609718243283	-0.0634249452447034	0.364575489211192	0.826031048648035	1959.59	2248	2240.27	2339.22
Fhos_FBgn0266084_notChanged	chr3L	8751619	8800719	49101	*	9.50267389635179	9.91945029207553	8.91422730234756	0.0338228395933206	0.364708427198758	0.826031048648035	760.22	1176.57	892.43	72.47
CG40160_FBgn0058160_notChanged	chr3L	26213815	26231433	17619	*	8.88663179838663	8.81161209473539	8.95794256930742	-0.066579631566204	0.364965005388927	0.826031048648035	437.2	461.45	503.26	491.32
Gld_FBgn0001112_notChanged	chr3R	7263703	7272809	9107	*	7.53110348834133	7.33837034011795	7.70109698517432	-0.0599794293066449	0.365061590272102	0.826031048648035	131.75	191.92	226.33	189.86
Top2_FBgn0284220_notChanged	chr2L	19451490	19459723	8234	*	7.93690200287688	8.12552888366947	7.71984982779652	0.0573242436203325	0.365408017829821	0.826031048648035	238.12	320.43	262.21	159.43
Btk29A_FBgn0003502_notChanged	chr2L	8299079	8323285	24207	*	9.88233551971591	9.98411982935023	9.77282137312225	0.0683458113911647	0.365674736035583	0.826031048648035	900.75	1124.83	956.83	792.78
Sur-8_FBgn0038504_notChanged	chr3R	17400515	17409534	9020	*	7.8144051692702	8.02077022887377	7.57351408590003	0.0546040105774293	0.365681630941274	0.826031048648035	221.53	297.9	244.73	136.24
Echs1_FBgn0033879_notChanged	chr2R	13852331	13866156	13826	*	9.06542276329325	9.18451008100497	8.93561371956046	0.0670014452563356	0.365800416599725	0.826031048648035	486.97	676.74	499.58	479.73
Mhcl_FBgn0026059_notChanged	chr3R	16096761	16107670	10910	*	9.01253709796312	9.09568868635704	8.92429825597316	0.0681219561420504	0.365876921883695	0.826031048648035	566.02	528.2	449.89	521.76
Sarm_FBgn0262579_notChanged	chr3L	8061874	8133675	71802	*	10.9767071061581	11.1357125910805	10.7979810482227	0.061598659199806	0.366019300005806	0.826031048648035	1939.1	2560.91	2275.23	1285.56
Eaf_FBgn0033166_notChanged	chr2R	7405819	7409819	4001	*	4.60800326652926	5.3230988156403	3.12767826933884	0.0316687776458293	0.366209594550217	0.826031048648035	40.01	40.05	17.48	0
lva_FBgn0029688_notChanged	chrX	3963327	3973350	10024	*	8.38635044453055	8.54097707096605	8.21313930353285	0.0622383247327126	0.366724903866957	0.826629909329538	309.36	435.58	341.33	252.18
salr_FBgn0000287_notChanged	chr2L	11356873	11375636	18764	*	8.40582666297215	8.07443733628734	8.67513426099407	-0.0454749400131158	0.368750175055838	0.829288775680473	138.58	400.53	488.54	329
wnd_FBgn0036896_notChanged	chr3L	19633783	19637783	4001	*	8.11239055176679	8.21105852017694	8.00647589803068	0.067897147723495	0.368807779593055	0.829288775680473	312.29	280.37	244.73	269.58
nemy_FBgn0261673_notChanged	chr2R	12668219	12672219	4001	*	1.91701223887467	2.82635304663552	0	0.0512784745753011	0.369025661022005	0.829288775680473	0	14.19	0.92	0
CG13116_FBgn0032139_notChanged	chr2L	9727940	9732945	5006	*	6.12274517194776	6.81616661436705	4.73773175102283	0.0306994151527254	0.369113016678237	0.829288775680473	86.85	138.52	53.36	0
nau_FBgn0002922_notChanged	chr3R	23716357	23776127	59771	*	10.7152946782994	10.87382010828	10.537175069991	0.0610922611253753	0.369157560162386	0.829288775680473	1569.23	2183.74	1870.42	1101.49
CG43088_FBgn0262534_Up	chrX	14700358	14705654	5297	*	5.13852654602097	5.85871587049256	3.63463825805872	0.0317547228258353	0.3695767562756	0.829667222873785	29.28	86.78	24.84	0
Vps39_FBgn0038593_notChanged	chr3R	18272446	18290777	18332	*	9.27248774070488	9.4443267277498	9.07737808710758	0.0588811386054397	0.370437837624312	0.830774862598188	608.96	784.38	689.1	391.32
exp_FBgn0033668_Up	chr2R	11937557	11994350	56794	*	10.1386929352435	10.3747779173096	9.85626795921838	0.0493147946442681	0.370832654381433	0.830774862598188	1044.2	1611.31	1345.08	508.72
CG2656_FBgn0037478_notChanged	chr3R	7142724	7157180	14457	*	8.94126524112366	9.07599199484264	8.79264873578376	0.0643064073385376	0.371106628989497	0.830774862598188	469.4	609.98	511.54	375.38
CG9877_FBgn0034819_notChanged	chr2R	23084268	23088268	4001	*	1.06081830027255	2.06081830027255	0	0.0607892372710157	0.371361294152774	0.830774862598188	0	8.34	0	0
pnr_FBgn0003117_notChanged	chr3R	16024079	16062675	38597	*	9.25523201102696	9.6341524771235	8.73989925110799	0.0352347885276127	0.371903173146026	0.830774862598188	602.12	987.15	760.86	94.21
CrebA_FBgn0004396_notChanged	chr3L	15533395	15612386	78992	*	11.1068001048797	11.2357069040269	10.9652350253538	0.0648315753810113	0.371968033097203	0.830774862598188	2181.12	2641.86	2439	1559.48
CG10345_FBgn0027562_notChanged	chr3R	16602861	16606861	4001	*	3.87660377231588	4.78328432474364	0.879750755895256	0.0539609352498519	0.372183917673974	0.830774862598188	0	55.07	3.68	0
ELOVL_FBgn0037534_Up	chr3R	7993852	8018610	24759	*	9.55809626708437	9.71484448042695	9.38221783383294	0.060830312168941	0.372431592543333	0.830774862598188	737.77	942.92	831.71	502.92
sli_FBgn0264089_notChanged	chr2R	15920118	15924118	4001	*	7.24949507807154	7.45999965269605	7.00294078942186	0.0529086815777426	0.37248782014734	0.830774862598188	172.73	179.41	163.77	92.76
Pex19_FBgn0032407_notChanged	chr2L	12089822	12131896	42075	*	9.23939903387641	9.66843129603868	8.62603303682626	0.0323081189985302	0.372607126780677	0.830774862598188	531.86	1095.63	735.1	55.07
ana_FBgn0011746_Down	chr2R	9060295	9125309	65015	*	10.9599247759125	11.0629417627533	10.8489822055444	0.0671209204651405	0.372831873967455	0.830774862598188	1902.99	2375.67	2090.31	1598.61
CG43051_FBgn0262353_notChanged	chr2L	12505939	12510504	4566	*	8.67865817294591	8.58369901725759	8.76775118047436	-0.0672541863271389	0.373461082675799	0.831616906173767	365.96	401.37	467.37	404.36
ATbp_FBgn0039946_notChanged	chrX	23104003	23110331	6329	*	6.7674828225872	6.51736609657344	6.98057699841092	-0.0521916466111737	0.373849836550481	0.831922736479852	78.07	105.14	107.64	144.93
MTA1-like_FBgn0027951_notChanged	chr3R	5646738	5667169	20432	*	9.67965493022223	9.78870187032927	9.56168669961548	0.0664339830898189	0.374789587312546	0.832956626682658	782.66	986.31	841.83	669.59
pre-mod(mdg4)-E_FBgn0266172_notChanged	chr3R	21363488	21367488	4001	*	8.64905137449068	8.54294997616693	8.74788137834399	-0.0670071348166546	0.374817895778325	0.832956626682658	385.48	360.48	387.33	472.48
Oseg2_FBgn0035317_notChanged	chr3L	2227646	2245719	18074	*	7.32045854120742	7.98545570305596	6.04967575733757	0.0294711488056527	0.375143918313575	0.832957690283955	146.38	360.48	132.48	0
Ac13E_FBgn0022710_notChanged	chrX	15552278	15558045	5768	*	6.67716237169024	6.93165042686171	6.36795961946245	0.0459257072370398	0.375321824180531	0.832957690283955	89.78	154.37	68.08	97.11
CG43759_FBgn0264090_notChanged	chrX	18928335	19030629	102295	*	10.8304148179311	10.9913773962165	10.6492116444551	0.0593951877199963	0.375872728045997	0.833621217898259	1395.52	2676.07	1526.33	1685.57
CG32812_FBgn0025642_notChanged	chrX	1285290	1290945	5656	*	8.15852296387646	8.26796627348486	8.04009067970596	0.0659136932426667	0.376476700364766	0.833694301273521	281.06	335.45	243.81	282.62
Kat60_FBgn0040208_notChanged	chr3R	5230209	5242735	12527	*	8.35004586107978	8.63253403203148	7.99843624497173	0.0429199747391778	0.376510326789369	0.833694301273521	306.43	487.32	388.25	123.19
Ube3a_FBgn0061469_notChanged	chr3L	11208583	11232745	24163	*	8.78414296065489	9.1074601291643	8.36678736243239	0.038882814003406	0.376704974404601	0.833694301273521	420.61	682.58	542.82	117.4
stmA_FBgn0086784_notChanged	chr2R	8732304	8761590	29287	*	10.0037877512442	10.1407191882422	9.85248356700541	0.0628857048576796	0.377072414363796	0.833694301273521	1012	1245.83	1124.28	724.67
noc_FBgn0005771_notChanged	chr2L	14488859	14496019	7161	*	7.86936597914558	7.68543720750344	8.03247503511492	-0.0585632407550632	0.377289029513739	0.833694301273521	243.97	167.72	299.01	224.65
QIL1_FBgn0036726_notChanged	chr3L	17463945	17482141	18197	*	8.63521643332419	8.83510043648535	8.40311526144872	0.0533740912308232	0.377417365762386	0.833694301273521	383.53	529.87	448.05	228.99
Spg7_FBgn0024992_notChanged	chrX	2696211	2736402	40192	*	10.43924943723	10.5181876266653	10.3557408012682	0.0660054451145314	0.378011038267626	0.834448649518061	1306.72	1626.33	1311.96	1308.75
CG15369_FBgn0030105_notChanged	chrX	9214872	9219466	4595	*	5.27642134997631	5.98311921460902	3.83394706628213	0.0306460638407766	0.378801060140675	0.835635138670328	38.06	88.45	28.52	0
Dap160_FBgn0023388_notChanged	chr2L	21140347	21150546	10200	*	7.87263153060145	8.11871823158538	7.57575744894371	0.0467660145132512	0.379451617244554	0.836512592579766	243	312.92	271.41	110.15
dnr1_FBgn0260866_notChanged	chr2R	22590964	22602695	11732	*	7.85147170961427	8.09144612685845	7.56345688270287	0.0473996443214487	0.379909285891579	0.836963932766468	194.2	351.3	249.33	128.99
lncRNA:CR43704_FBgn0263843_notChanged	chr2L	3768454	3815410	46957	*	11.2004526975687	11.1245700668484	11.272542718935	-0.0647536106373645	0.380435224106371	0.837009464781889	1999.6	2465.79	2421.52	2526.19
Pten_FBgn0026379_notChanged	chr2L	10259049	10273465	14417	*	9.76770834123664	9.68038301403491	9.85004825571394	-0.0658334699533227	0.380548856169158	0.837009464781889	780.71	860.31	839.99	1005.84
vri_FBgn0016076_notChanged	chr2L	5286944	5313223	26280	*	10.4803811205734	10.5510236194208	10.4061006669009	0.0646299204497183	0.381113320376898	0.837009464781889	1507.75	1492.82	1228.24	1485.57
CG17167_FBgn0039941_Down	chrX	23066301	23087536	21236	*	9.65359243841549	9.51601603758316	9.77918404858933	-0.0636284745669529	0.381521729605881	0.837009464781889	689.96	774.37	706.58	1050.77
Myo95E_FBgn0039157_notChanged	chr3R	24159498	24190896	31399	*	9.45902540086066	9.74972407322668	9.09458009962862	0.041240177393724	0.38164741144682	0.837009464781889	779.74	942.09	883.23	210.15
PRL-1_FBgn0024734_notChanged	chr2L	16255606	16265483	9878	*	9.7336290931066	9.64933970649237	9.81326453255089	-0.0654499975884428	0.381655045479443	0.837009464781889	769.98	836.11	822.51	976.85
CG17684_FBgn0263780_notChanged	chr2R	2260115	2264115	4001	*	5.80615060390912	6.08807988502443	5.45540793780297	0.0423359639868575	0.381800882120686	0.837009464781889	75.14	60.91	51.52	36.23
lili_FBgn0027539_notChanged	chr3R	24812012	24872816	60805	*	10.0224294119224	10.3171909468768	9.65156273704201	0.0407660041464928	0.38195354844988	0.837009464781889	977.84	1573.76	1302.76	305.81
Edc3_FBgn0036735_notChanged	chr3L	17527861	17548660	20800	*	8.40458683391909	8.73385209472415	7.97723718866628	0.0375898116940005	0.382607331714608	0.837045846447606	376.69	474.8	421.37	82.61
fwd_FBgn0004373_notChanged	chr3L	317884	321884	4001	*	7.94835389558865	8.04527186859638	7.84445322517399	0.0657760981110807	0.382742782592776	0.837045846447606	277.15	251.17	226.33	233.34
DAT_FBgn0034136_notChanged	chr2R	16563238	16567238	4001	*	0.96479252639941	1.96479252639941	0	0.0585450850380693	0.38287110280899	0.837045846447606	7.81	0	0	0
mtRNApol_FBgn0261938_notChanged	chr2L	1106373	1110373	4001	*	6.36179877894563	7.03740896792789	5.04967575733757	0.0292979810616812	0.382981991998089	0.837045846447606	120.03	142.69	66.24	0
CR15280_FBgn0028867_notChanged	chr2L	14781110	14786598	5489	*	5.20046723664398	5.92267612118917	3.68710567795286	0.0311266136199711	0.383386897419132	0.837377718521392	19.52	101.8	25.76	0
lncRNA:CR43626_FBgn0263617_notChanged	chr3L	3247340	3301000	53661	*	10.3691035618161	10.6028492374189	10.0900229890498	0.0474751688848019	0.383673472396257	0.837450870817424	1343.8	1766.52	1624.77	555.09
lncRNA:CR46216_FBgn0267936_Up	chr3L	19241755	19276168	34414	*	8.90844881736277	9.21213895706394	8.52330473254872	0.0396139827574941	0.384188210005361	0.838021612991259	417.68	768.52	585.14	150.73
GLaz_FBgn0033799_notChanged	chr2R	13166032	13178075	12044	*	8.76613704734685	8.85175967813782	8.67511038117287	0.0654472040752564	0.384535666279402	0.838226956336326	456.72	467.29	440.69	376.83
CG1607_FBgn0039844_Down	chr3R	31380109	31465037	84929	*	10.7947145612307	10.9709538162262	10.5939103370282	0.0554766520281829	0.384941334420901	0.838316323275956	1651.21	2363.15	2046.14	1044.97
Crtc_FBgn0036746_notChanged	chr3L	17667234	17671234	4001	*	6.78566639919756	7.01526195630824	6.51248679888131	0.0481222242697739	0.385095419317424	0.838316323275956	132.72	126	115.92	66.67
CG6659_FBgn0030946_notChanged	chrX	18655286	18663204	7919	*	6.97590560441144	7.27001350567321	6.60607515469096	0.040381906885034	0.385472736024629	0.838316323275956	91.73	216.96	122.36	72.47
AcCoAS_FBgn0012034_notChanged	chr3L	21278243	21283506	5264	*	7.98597649526368	8.08923978859507	7.87474818940849	0.0648961159420082	0.385725943979036	0.838316323275956	251.78	292.89	224.49	244.94
CG9426_FBgn0032485_notChanged	chr2L	13217923	13226545	8623	*	7.70740377315427	7.88541353706836	7.50429698046763	0.0551681275484013	0.386108760404945	0.838316323275956	194.2	278.7	215.29	147.83
CG43333_FBgn0263038_Up	chr2L	14178686	14182686	4001	*	5.9083779053186	6.49118273806978	4.9148316147235	0.0276256545501916	0.386327757113573	0.838316323275956	95.64	84.28	58.88	1.45
Myo31DF_FBgn0086347_notChanged	chr2L	10504779	10512453	7675	*	7.804482753942	7.99164575077998	7.58936751956627	0.0538603013239984	0.386350073434824	0.838316323275956	242.02	267.02	247.49	137.69
CG31663_FBgn0051663_notChanged	chr2L	1879480	1946289	66810	*	8.06974281138303	8.85148916460985	6.23730276051334	0.034984186635621	0.386844486302022	0.838425141978371	213.72	710.11	150.88	0
Mer_FBgn0086384_notChanged	chrX	19691500	19708417	16918	*	9.60925955215126	9.68090533940343	9.53386897817321	0.0641106851701632	0.387117277058554	0.838425141978371	796.33	845.29	685.42	797.13
ab_FBgn0264442_notChanged	chr2L	11208678	11263080	54403	*	10.1776528085047	10.3096627488819	10.0323358100917	0.0617046961688902	0.387160355679344	0.838425141978371	1007.12	1531.21	1171.2	923.22
CG15890_FBgn0030576_notChanged	chrX	14763787	14767787	4001	*	4.33644877692469	5.10536149804373	2.58019047403635	0.0337551219321131	0.388073630799775	0.838555926809075	2.93	65.92	11.96	0
slp1_FBgn0003430_notChanged	chr2L	3823675	3829099	5425	*	0.908815206827496	1.9088152068275	0	0.0574435431442198	0.388741248632554	0.838555926809075	0	7.51	0	0
KCNQ_FBgn0033494_notChanged	chr2R	10190394	10194394	4001	*	0.908815206827496	1.9088152068275	0	0.0574435431442198	0.388741248632554	0.838555926809075	0	7.51	0	0
CG8641_FBgn0035733_notChanged	chr3L	7075462	7079462	4001	*	0.908815206827496	1.9088152068275	0	0.0574435431442198	0.388741248632554	0.838555926809075	0	7.51	0	0
CG13460_FBgn0036471_notChanged	chr3L	15059705	15063705	4001	*	0.908815206827496	1.9088152068275	0	0.0574435431442198	0.388741248632554	0.838555926809075	0	7.51	0	0
Sox100B_FBgn0024288_Up	chr3R	31063253	31085407	22155	*	0.908815206827496	1.9088152068275	0	0.0574435431442198	0.388741248632554	0.838555926809075	0	7.51	0	0
CG8112_FBgn0037612_Down	chr3R	8710933	8737837	26905	*	9.68690017366069	9.86339329762793	9.48576618878167	0.0546482503430491	0.389767277545225	0.840043717652684	832.44	1030.54	951.31	482.63
Rrp40_FBgn0260648_notChanged	chr2L	1726732	1754122	27391	*	9.67927137221873	9.85200141527315	9.48301177977041	0.0551713390586362	0.390057501298799	0.840043717652684	811.94	1036.38	938.43	492.77
CG31886_FBgn0032079_Up	chr2L	8957051	8961051	4001	*	5.52437139462789	5.85731064764389	5.09079312292294	0.0362456156642192	0.390267586078997	0.840043717652684	40.01	75.93	37.72	30.44
TM9SF2_FBgn0032880_notChanged	chr2L	20732309	20785135	52827	*	10.2162191420682	10.4161706979991	9.9840268305039	0.0509723614235625	0.39055499771221	0.840043717652684	1145.7	1587.12	1409.48	615.97
lncRNA:CR45266_FBgn0266804_notChanged	chr2R	12775324	12804010	28687	*	8.65082939418026	8.90380718811443	8.34385598564177	0.0440301763340815	0.390923483745722	0.840043717652684	460.62	497.33	490.38	159.43
CG34027_FBgn0054027_notChanged	chr3R	25107032	25114516	7485	*	6.49656404589894	7.16317231171149	5.21960075877988	0.0285761982650733	0.390954162945039	0.840043717652684	123.94	162.72	74.52	0
ogre_FBgn0004646_notChanged	chrX	6989318	6995612	6295	*	9.21704897526076	9.10290406093173	9.32282122501581	-0.063912975774788	0.391786826556475	0.840252234454142	477.21	622.5	595.26	685.53
CG11619_FBgn0036836_notChanged	chr3L	18986323	18991815	5493	*	7.80918716621067	7.93403219956785	7.67250623078055	0.0619895708786392	0.391968999054732	0.840252234454142	225.43	263.68	225.41	182.62
CG9777_FBgn0030764_notChanged	chrX	16630235	16634235	4001	*	6.67498703361786	6.84644962152353	6.48036264782064	0.0548859303300286	0.392067465578518	0.840252234454142	108.32	121.83	90.16	88.41
lncRNA:CR46075_FBgn0267744_notChanged	chr2R	6499772	6623792	124021	*	11.1578817043929	11.3608816278496	10.9215661875686	0.0501826357109514	0.392462763343191	0.840252234454142	2370.44	2889.69	2802.41	1076.85
Cdk2_FBgn0004107_notChanged	chr3R	20733623	20812726	79104	*	10.8930329312854	11.0291629854129	10.7427067491664	0.0601317026576373	0.393020018820131	0.840252234454142	1962.52	2217.12	2160.23	1266.72
Cpr65Ec_FBgn0035737_notChanged	chr3L	7091204	7145074	53871	*	9.92805264603803	10.2598013892643	9.49649736572485	0.0359305971064398	0.39330108256993	0.840252234454142	1120.32	1331.78	1257.68	186.96
eIF5_FBgn0030719_notChanged	chrX	15989974	16001698	11725	*	8.97775305820375	8.85537622863271	9.09055606556599	-0.0630320192461769	0.393725854083762	0.840252234454142	438.18	488.15	462.77	627.56
lncRNA:CR45304_FBgn0266842_notChanged	chr2L	7327519	7331519	4001	*	4.73911183538667	5.43604249984632	3.33918237453255	0.0294100325281016	0.393947431164078	0.840252234454142	33.18	53.4	20.24	0
Ubr1_FBgn0030809_notChanged	chrX	16966679	16970679	4001	*	7.28073978818136	7.42468808985553	7.12082044477344	0.0583639915935398	0.394117849632232	0.840252234454142	160.05	183.58	123.28	155.08
MED1_FBgn0037109_notChanged	chr3L	21632446	21670057	37612	*	9.23566132819281	9.57657979151424	8.78840693156715	0.0350920044620776	0.394476633218862	0.840252234454142	599.2	927.9	765.46	118.85
CG4872_FBgn0030799_notChanged	chrX	16879347	16890729	11383	*	9.09754266740807	9.19640278676872	8.99140655622081	0.0637381980922344	0.394677350819176	0.840252234454142	559.19	614.15	442.53	575.38
asRNA:CR45124_FBgn0266617_notChanged	chr4	40774	48074	7301	*	9.05453947332526	8.90731712190801	9.18811966297821	-0.060302086474042	0.394782355677069	0.840252234454142	447.93	512.35	463.69	702.93
glu_FBgn0015391_notChanged	chr2L	16736388	16760283	23896	*	9.20571102063844	9.38336665346548	9.00306530007678	0.0536211409888507	0.394793426849407	0.840252234454142	579.68	756.01	672.54	353.64
promL_FBgn0026189_notChanged	chr3L	3125724	3129724	4001	*	8.11650801487826	8.00584584173981	8.21928320852534	-0.0634049274532803	0.394996623971485	0.840252234454142	253.73	260.35	329.37	266.68
CG6686_FBgn0032388_notChanged	chr2L	11986039	12004266	18228	*	9.18893460679733	9.26183071833678	9.11215829271273	0.0630044249284143	0.395135856028913	0.840252234454142	583.58	644.19	577.78	529.01
CG9338_FBgn0032899_Up	chr2L	20863215	20873565	10351	*	6.97826864019795	7.6352544782022	5.73773175102283	0.0280730776883818	0.395264264026822	0.840252234454142	118.08	279.54	106.72	0
Zn72D_FBgn0263603_notChanged	chr3L	16110626	16139879	29254	*	9.84948594331867	9.98677723132931	9.69774220671729	0.0595661158404053	0.395621902778191	0.840252234454142	949.54	1079.77	1030.43	630.46
CG42674_FBgn0261556_notChanged	chr3L	20196317	20205687	9371	*	8.40309946108026	8.55170313726623	8.23741249797248	0.0580638647360095	0.395621934505758	0.840252234454142	364.98	385.51	371.69	231.89
Prp19_FBgn0261119_notChanged	chr2R	18449041	18454736	5696	*	7.34498014832121	7.70272544003666	6.86819748487884	0.0336935878776343	0.39678422369478	0.841233414193952	168.83	247.83	195.97	37.68
Klp64D_FBgn0004380_notChanged	chr3L	5357392	5370008	12617	*	8.70038659339194	8.62501019790758	8.77201957587357	-0.0626548115956062	0.39686670986671	0.841233414193952	381.57	408.04	435.17	439.15
Mef2_FBgn0011656_notChanged	chr2R	9956858	9974780	17923	*	9.0427669737623	9.22040827184108	8.84013991129216	0.0532677342901086	0.396973204729112	0.841233414193952	533.81	659.21	603.54	313.06
CG8611_FBgn0027602_notChanged	chrX	17420145	17430735	10591	*	6.77479501521335	7.43462633589795	5.52360694566998	0.0280337830765384	0.397302408449963	0.841233414193952	107.35	238.65	92	0
IP3K1_FBgn0032147_notChanged	chr2L	9780384	9795107	14724	*	9.25415049213203	9.191996694142	9.31373682706754	-0.0602756209211737	0.397558544049777	0.841233414193952	574.8	594.96	649.54	623.21
CG32572_FBgn0052572_notChanged	chrX	16719183	16728948	9766	*	8.48481696095981	8.64924949028472	8.29920304604628	0.0547025026421467	0.397821075883525	0.841233414193952	335.71	467.29	240.13	389.87
CG3216_FBgn0034568_Up	chr2R	20989171	21032041	42871	*	10.1405251934622	10.2659543869928	10.0031436865158	0.060774359394019	0.397945066632629	0.841233414193952	1140.82	1321.76	1246.64	805.83
Gp150_FBgn0013272_notChanged	chr2R	22315662	22334813	19152	*	10.0209406172597	10.1107137816816	9.92520836622144	0.0635101030116658	0.398776791209565	0.841233414193952	1059.82	1151.54	1096.67	847.86
Snp_FBgn0265192_notChanged	chr2R	22058950	22087767	28818	*	8.86964228592252	9.30786968539354	8.23715084206547	0.029147712205142	0.399415952114959	0.841233414193952	541.62	725.97	575.94	27.54
prom_FBgn0259210_Down	chr2R	24426387	24430387	4001	*	0.464713256616412	0	1.46471325661641	-0.055708831329563	0.399660322925153	0.841233414193952	0	0	5.52	0
Cul3_FBgn0261268_notChanged	chr2L	15270024	15277091	7068	*	7.1675766766254	7.53579059401818	6.67193496660795	0.0326555159309476	0.399875701157882	0.841233414193952	148.34	222.8	172.05	31.89
ppk_FBgn0020258_notChanged	chr2L	14379172	14383172	4001	*	6.98393531174012	7.23048197891001	6.68639081538715	0.0435907685603611	0.399924176231828	0.841233414193952	149.31	151.03	140.76	65.22
Cerk_FBgn0037315_notChanged	chr3R	5366306	5379975	13670	*	8.49558389718637	8.71676142953083	8.23424861904141	0.0465758885153469	0.400052726507368	0.841233414193952	370.84	470.63	426.89	175.37
Ggt-1_FBgn0030932_notChanged	chrX	18510521	18574809	64289	*	10.5764164844783	10.698157513303	10.44344768216	0.0606185765135583	0.400804672455332	0.841233414193952	1306.72	2016.02	1273.32	1511.65
Samuel_FBgn0032330_Down	chr2L	11064998	11068998	4001	*	7.22513251135872	7.05945198608876	7.37373100991638	-0.0565150818527796	0.401452821465855	0.841233414193952	124.91	141.86	186.77	144.93
trx_FBgn0003862_notChanged	chr3R	14284903	14306458	21556	*	9.55857774160129	9.66213867997455	9.44700400272546	0.0624921738920897	0.401491180705398	0.841233414193952	707.52	912.88	765.46	630.46
CG46281_FBgn0283439_notChanged	chr3R	13028307	13049388	21082	*	7.57107471597817	8.13285181196991	6.63847574048453	0.0265483948417664	0.401592624022172	0.841233414193952	205.91	355.47	197.81	1.45
CG12853_FBgn0040747_notChanged	chr2R	14931515	14946469	14955	*	7.3754653320065	8.01399663685359	6.20167885078262	0.027268922527116	0.401729088065364	0.841233414193952	193.23	323.76	147.2	0
alphaCOP_FBgn0025725_notChanged	chr3L	1643199	1656238	13040	*	8.47008630521808	8.66469234402386	8.24507511630998	0.049916219920959	0.402101549328318	0.841233414193952	343.51	468.12	403.89	202.91
CG13847_FBgn0038967_notChanged	chr3R	22434150	22438150	4001	*	5.51144012161502	6.20456506966007	4.12767826933884	0.0288852288081802	0.402139800913817	0.841233414193952	33.18	114.32	34.96	0
lncRNA:CR46480_FBgn0287611_notChanged	chr2L	22119183	22172204	53022	*	11.3992179596093	11.3491313365135	11.4476238913952	-0.0554315632865174	0.402152387940114	0.841233414193952	2496.33	2721.13	2677.28	2908.81
lncRNA:CR43144_FBgn0262620_Up	chr2L	21655625	21668851	13227	*	8.7621462083501	8.89628906604744	8.61423999274864	0.058923509586062	0.402168437465359	0.841233414193952	414.75	538.22	459.09	324.65
fdl_FBgn0045063_notChanged	chr2R	12505333	12512615	7283	*	7.97385177523281	7.87892892305334	8.06291282666982	-0.0629915643302695	0.402363520140264	0.841233414193952	237.14	233.64	259.45	275.37
Rtnl1_FBgn0053113_notChanged	chr2L	5007720	5014127	6408	*	8.52120606671192	8.60258871663692	8.43495670977566	0.0627991502166778	0.402364297829985	0.841233414193952	406.95	370.49	358.81	333.35
Moe_FBgn0011661_notChanged	chrX	8896332	9056575	160244	*	9.96652258354885	10.7650337835467	8.02695568083749	0.0358804430379504	0.402493407029675	0.841233414193952	1168.14	2312.25	521.66	0
CG31121_FBgn0051121_notChanged	chr3R	24892605	24899613	7009	*	7.82239462814885	8.0067967996609	7.61091999561657	0.0513870873808202	0.402693783041166	0.841233414193952	221.53	292.89	247.49	143.48
thw_FBgn0037487_Up	chr3R	7222414	7243138	20725	*	7.56278343051622	8.20172777364909	6.38754539609395	0.0272029998741364	0.403063722991746	0.841248882185685	170.78	418.06	167.45	0
B4_FBgn0023407_notChanged	chr2L	13547328	13644602	97275	*	10.3381713026475	10.5434059753933	10.0988200135595	0.0480889345932096	0.403260868683173	0.841248882185685	1243.29	1741.49	1561.29	631.91
lncRNA:CR43287_FBgn0262979_notChanged	chrX	7705775	7711385	5611	*	8.9151180413034	8.75705268160637	9.05756272323931	-0.0574566735349989	0.40384190709477	0.841248882185685	391.33	473.97	414.93	650.75
