seqnames	start	end	width	strand
238	chr3R	19450001	19490000	40000	*
239	chr3R	19490001	19635000	145000	*
240	chr3R	19645001	19690000	45000	*
241	chr3R	19690001	19705000	15000	*
242	chr3R	19710001	19730000	20000	*
243	chr3R	19750001	19845000	95000	*
244	chr3R	19845001	19865000	20000	*
245	chr3R	19865001	19905000	40000	*
246	chr3R	19925001	20005000	80000	*
247	chr3R	20005001	20040000	35000	*
248	chr3R	20040001	20110000	70000	*
249	chr3R	20115001	20160000	45000	*
250	chr3R	20165001	20255000	90000	*
251	chr3R	20255001	20265000	10000	*
252	chr3R	20270001	20335000	65000	*
253	chr3R	20335001	20545000	210000	*
254	chr3R	20545001	20580000	35000	*
255	chr3R	20590001	20620000	30000	*
256	chr3R	20645001	20765000	120000	*
257	chr3R	20765001	20785000	20000	*
258	chr3R	20785001	20830000	45000	*
259	chr3R	20830001	20950000	120000	*
260	chr3R	20950001	21060000	110000	*
261	chr3R	21060001	21095000	35000	*
262	chr3R	21130001	21145000	15000	*
263	chr3R	21150001	21185000	35000	*
264	chr3R	21185001	21215000	30000	*
265	chr3R	21215001	21295000	80000	*
266	chr3R	21295001	21300000	5000	*
267	chr3R	21310001	21350000	40000	*
268	chr3R	21350001	21380000	30000	*
269	chr3R	21380001	21520000	140000	*
270	chr3R	21520001	21580000	60000	*
271	chr3R	21580001	21620000	40000	*
272	chr3R	21620001	21665000	45000	*
273	chr3R	21665001	21750000	85000	*
274	chr3R	21750001	21780000	30000	*
275	chr3R	21780001	21820000	40000	*
276	chr3R	21820001	21865000	45000	*
277	chr3R	21865001	21895000	30000	*
278	chr3R	21895001	22015000	120000	*
279	chr3R	22015001	22045000	30000	*
280	chr3R	22045001	22095000	50000	*
281	chr3R	22095001	22130000	35000	*
282	chr3R	22130001	22240000	110000	*
283	chr3R	22245001	22355000	110000	*
284	chr3R	22355001	22400000	45000	*
285	chr3R	22400001	22470000	70000	*
286	chr3R	22470001	22520000	50000	*
287	chr3R	22520001	22550000	30000	*
288	chr3R	22550001	22590000	40000	*
289	chr3R	22590001	22625000	35000	*
290	chr3R	22625001	22665000	40000	*
291	chr3R	22665001	22720000	55000	*
292	chr3R	22720001	22755000	35000	*
293	chr3R	22755001	22820000	65000	*
294	chr3R	22825001	22855000	30000	*
295	chr3R	22855001	22880000	25000	*
296	chr3R	22885001	23030000	145000	*
297	chr3R	23040001	23120000	80000	*
298	chr3R	23120001	23160000	40000	*
299	chr3R	23160001	23190000	30000	*
300	chr3R	23190001	23220000	30000	*
301	chr3R	23220001	23280000	60000	*
302	chr3R	23290001	23335000	45000	*
303	chr3R	23360001	23515000	155000	*
304	chr3R	23530001	23725000	195000	*
305	chr3R	23725001	23760000	35000	*
306	chr3R	23760001	23780000	20000	*
307	chr3R	23780001	23820000	40000	*
308	chr3R	23820001	23835000	15000	*
309	chr3R	23845001	23890000	45000	*
310	chr3R	23890001	23925000	35000	*
311	chr3R	23960001	24030000	70000	*
312	chr3R	24060001	24105000	45000	*
313	chr3R	24105001	24170000	65000	*
314	chr3R	24170001	24220000	50000	*
315	chr3R	24230001	24260000	30000	*
316	chr3R	24270001	24295000	25000	*
317	chr3R	24295001	24320000	25000	*
318	chr3R	24320001	24365000	45000	*
319	chr3R	24365001	24510000	145000	*
320	chr3R	24510001	24545000	35000	*
321	chr3R	24545001	24585000	40000	*
322	chr3R	24585001	24625000	40000	*
323	chr3R	24625001	24665000	40000	*
324	chr3R	24665001	24710000	45000	*
325	chr3R	24710001	24795000	85000	*
326	chr3R	24795001	24850000	55000	*
327	chr3R	24850001	24875000	25000	*
328	chr3R	24875001	24915000	40000	*
329	chr3R	24915001	24950000	35000	*
330	chr3R	24950001	25025000	75000	*
331	chr3R	25025001	25075000	50000	*
332	chr3R	25075001	25095000	20000	*
333	chr3R	25095001	25140000	45000	*
334	chr3R	25140001	25180000	40000	*
335	chr3R	25180001	25195000	15000	*
336	chr3R	25195001	25250000	55000	*
337	chr3R	25250001	25275000	25000	*
338	chr3R	25275001	25470000	195000	*
339	chr3R	25510001	25615000	105000	*
340	chr3R	25625001	25660000	35000	*
341	chr3R	25660001	25690000	30000	*
342	chr3R	25690001	25725000	35000	*
343	chr3R	25735001	25835000	100000	*
344	chr3R	25840001	25905000	65000	*
345	chr3R	25905001	25985000	80000	*
346	chr3R	25995001	26060000	65000	*
347	chr3R	26060001	26110000	50000	*
348	chr3R	26115001	26140000	25000	*
349	chr3R	26140001	26215000	75000	*
350	chr3R	26220001	26265000	45000	*
351	chr3R	26265001	26340000	75000	*
352	chr3R	26340001	26365000	25000	*
353	chr3R	26365001	26380000	15000	*
354	chr3R	26385001	26510000	125000	*
355	chr3R	26520001	26535000	15000	*
356	chr3R	26535001	26560000	25000	*
357	chr3R	26565001	26755000	190000	*
358	chr3R	26755001	26860000	105000	*
359	chr3R	26875001	26915000	40000	*
360	chr3R	26915001	26965000	50000	*
361	chr3R	26965001	26980000	15000	*
362	chr3R	26990001	27010000	20000	*
363	chr3R	27015001	27085000	70000	*
364	chr3R	27085001	27140000	55000	*
365	chr3R	27145001	27230000	85000	*
366	chr3R	27255001	27280000	25000	*
367	chr3R	27310001	27345000	35000	*
368	chr3R	27350001	27525000	175000	*
369	chr3R	27530001	27580000	50000	*
370	chr3R	27580001	27610000	30000	*
371	chr3R	27610001	27675000	65000	*
372	chr3R	27675001	27710000	35000	*
373	chr3R	27710001	27760000	50000	*
374	chr3R	27760001	27875000	115000	*
375	chr3R	27880001	27900000	20000	*
376	chr3R	27900001	27970000	70000	*
377	chr3R	27970001	28010000	40000	*
378	chr3R	28015001	28175000	160000	*
379	chr3R	28180001	28195000	15000	*
380	chr3R	28195001	28245000	50000	*
381	chr3R	28255001	28350000	95000	*
382	chr3R	28350001	28545000	195000	*
383	chr3R	28545001	28595000	50000	*
384	chr3R	28595001	28635000	40000	*
385	chr3R	28635001	28670000	35000	*
386	chr3R	28680001	28760000	80000	*
387	chr3R	28770001	28805000	35000	*
388	chr3R	28805001	28845000	40000	*
389	chr3R	28860001	28895000	35000	*
390	chr3R	28895001	29025000	130000	*
391	chr3R	29025001	29065000	40000	*
392	chr3R	29065001	29095000	30000	*
393	chr3R	29125001	29160000	35000	*
394	chr3R	29160001	29200000	40000	*
395	chr3R	29200001	29220000	20000	*
396	chr3R	29230001	29250000	20000	*
397	chr3R	29250001	29325000	75000	*
398	chr3R	29325001	29340000	15000	*
399	chr3R	29340001	29490000	150000	*
400	chr3R	29490001	29595000	105000	*
401	chr3R	29595001	29690000	95000	*
402	chr3R	29690001	29725000	35000	*
403	chr3R	29725001	29755000	30000	*
404	chr3R	29755001	29785000	30000	*
405	chr3R	29800001	29840000	40000	*
406	chr3R	29875001	29885000	10000	*
407	chr3R	29890001	29980000	90000	*
408	chr3R	29980001	30060000	80000	*
409	chr3R	30060001	30120000	60000	*
410	chr3R	30120001	30155000	35000	*
411	chr3R	30155001	30210000	55000	*
412	chr3R	30210001	30240000	30000	*
413	chr3R	30250001	30285000	35000	*
414	chr3R	30285001	30320000	35000	*
415	chr3R	30325001	30375000	50000	*
416	chr3R	30380001	30470000	90000	*
417	chr3R	30470001	30610000	140000	*
418	chr3R	30610001	30680000	70000	*
419	chr3R	30685001	30790000	105000	*
420	chr3R	30810001	30845000	35000	*
421	chr3R	30845001	30900000	55000	*
422	chr3R	30900001	31060000	160000	*
423	chr3R	31060001	31075000	15000	*
424	chr3R	31080001	31200000	120000	*
425	chr3R	31220001	31270000	50000	*
426	chr3R	31270001	31280000	10000	*
427	chr3R	31285001	31325000	40000	*
428	chr3R	31325001	31330000	5000	*
429	chr3R	31335001	31370000	35000	*
430	chr3R	31380001	31465000	85000	*
431	chr3R	31465001	31565000	100000	*
432	chr3R	31565001	31625000	60000	*
433	chr3R	31625001	31670000	45000	*
434	chr3R	31670001	31730000	60000	*
435	chr3R	31750001	31800000	50000	*
436	chr3R	31800001	31885000	85000	*
437	chr3R	31900001	31950000	50000	*
438	chr3R	31950001	31980000	30000	*
439	chr3R	32020001	32075000	55000	*
seqnames	start	end	width	strand
1	chrX	120001	145000	25000	*
2	chrX	145001	160000	15000	*
3	chrX	165001	200000	35000	*
4	chrX	240001	280000	40000	*
5	chrX	280001	295000	15000	*
6	chrX	300001	365000	65000	*
7	chrX	365001	430000	65000	*
8	chrX	435001	495000	60000	*
9	chrX	495001	530000	35000	*
10	chrX	530001	615000	85000	*
11	chrX	615001	655000	40000	*
12	chrX	655001	760000	105000	*
13	chrX	760001	800000	40000	*
14	chrX	800001	830000	30000	*
15	chrX	835001	915000	80000	*
16	chrX	915001	950000	35000	*
17	chrX	950001	1025000	75000	*
18	chrX	1025001	1035000	10000	*
19	chrX	1040001	1060000	20000	*
20	chrX	1060001	1065000	5000	*
21	chrX	1070001	1210000	140000	*
22	chrX	1210001	1235000	25000	*
23	chrX	1235001	1285000	50000	*
24	chrX	1285001	1320000	35000	*
25	chrX	1340001	1360000	20000	*
26	chrX	1365001	1380000	15000	*
27	chrX	1380001	1400000	20000	*
28	chrX	1400001	1460000	60000	*
29	chrX	1460001	1485000	25000	*
30	chrX	1485001	1555000	70000	*
31	chrX	1555001	1630000	75000	*
32	chrX	1635001	1665000	30000	*
33	chrX	1665001	1705000	40000	*
34	chrX	1705001	1740000	35000	*
35	chrX	1745001	1860000	115000	*
36	chrX	1860001	1900000	40000	*
37	chrX	1900001	1925000	25000	*
38	chrX	1925001	1945000	20000	*
39	chrX	1945001	1955000	10000	*
40	chrX	1960001	2010000	50000	*
41	chrX	2010001	2070000	60000	*
42	chrX	2080001	2095000	15000	*
43	chrX	2095001	2120000	25000	*
44	chrX	2120001	2150000	30000	*
45	chrX	2150001	2220000	70000	*
46	chrX	2220001	2270000	50000	*
47	chrX	2270001	2310000	40000	*
48	chrX	2315001	2345000	30000	*
49	chrX	2345001	2400000	55000	*
50	chrX	2405001	2420000	15000	*
51	chrX	2420001	2435000	15000	*
52	chrX	2435001	2470000	35000	*
53	chrX	2470001	2590000	120000	*
54	chrX	2590001	2635000	45000	*
55	chrX	2635001	2685000	50000	*
56	chrX	2685001	2750000	65000	*
57	chrX	2750001	2825000	75000	*
58	chrX	2850001	2950000	100000	*
59	chrX	2950001	3110000	160000	*
60	chrX	3115001	3135000	20000	*
61	chrX	3135001	3175000	40000	*
62	chrX	3175001	3180000	5000	*
63	chrX	3185001	3220000	35000	*
64	chrX	3230001	3275000	45000	*
65	chrX	3275001	3340000	65000	*
66	chrX	3340001	3415000	75000	*
67	chrX	3420001	3475000	55000	*
68	chrX	3475001	3495000	20000	*
69	chrX	3500001	3510000	10000	*
70	chrX	3510001	3600000	90000	*
71	chrX	3620001	3665000	45000	*
72	chrX	3665001	3720000	55000	*
73	chrX	3720001	3755000	35000	*
74	chrX	3760001	3790000	30000	*
75	chrX	3805001	3845000	40000	*
76	chrX	3860001	3930000	70000	*
77	chrX	3930001	3975000	45000	*
78	chrX	3975001	3990000	15000	*
79	chrX	3995001	4095000	100000	*
80	chrX	4105001	4160000	55000	*
81	chrX	4165001	4210000	45000	*
82	chrX	4210001	4285000	75000	*
83	chrX	4290001	4355000	65000	*
84	chrX	4365001	4530000	165000	*
85	chrX	4530001	4555000	25000	*
86	chrX	4555001	4625000	70000	*
87	chrX	4625001	4670000	45000	*
88	chrX	4720001	4730000	10000	*
89	chrX	4735001	4745000	10000	*
90	chrX	4745001	4760000	15000	*
91	chrX	4765001	4830000	65000	*
92	chrX	4835001	4910000	75000	*
93	chrX	4910001	4930000	20000	*
94	chrX	4935001	4960000	25000	*
95	chrX	4960001	4990000	30000	*
96	chrX	4995001	5055000	60000	*
97	chrX	5055001	5085000	30000	*
98	chrX	5085001	5095000	10000	*
99	chrX	5100001	5145000	45000	*
100	chrX	5170001	5215000	45000	*
101	chrX	5220001	5290000	70000	*
102	chrX	5290001	5340000	50000	*
103	chrX	5340001	5390000	50000	*
104	chrX	5395001	5410000	15000	*
105	chrX	5410001	5440000	30000	*
106	chrX	5440001	5480000	40000	*
107	chrX	5485001	5515000	30000	*
108	chrX	5515001	5610000	95000	*
109	chrX	5610001	5665000	55000	*
110	chrX	5665001	5700000	35000	*
111	chrX	5700001	5770000	70000	*
112	chrX	5770001	5865000	95000	*
113	chrX	5875001	5920000	45000	*
114	chrX	5920001	5990000	70000	*
115	chrX	5990001	6040000	50000	*
116	chrX	6040001	6175000	135000	*
117	chrX	6180001	6225000	45000	*
118	chrX	6225001	6265000	40000	*
119	chrX	6265001	6300000	35000	*
120	chrX	6300001	6355000	55000	*
121	chrX	6355001	6375000	20000	*
122	chrX	6375001	6430000	55000	*
123	chrX	6450001	6525000	75000	*
124	chrX	6525001	6565000	40000	*
125	chrX	6570001	6590000	20000	*
126	chrX	6590001	6655000	65000	*
127	chrX	6655001	6695000	40000	*
128	chrX	6695001	6745000	50000	*
129	chrX	6745001	6805000	60000	*
130	chrX	6805001	6845000	40000	*
131	chrX	6845001	6885000	40000	*
132	chrX	6885001	6930000	45000	*
133	chrX	6935001	6955000	20000	*
134	chrX	6955001	7025000	70000	*
135	chrX	7030001	7065000	35000	*
136	chrX	7065001	7115000	50000	*
137	chrX	7115001	7125000	10000	*
138	chrX	7135001	7240000	105000	*
139	chrX	7240001	7285000	45000	*
140	chrX	7285001	7325000	40000	*
141	chrX	7355001	7675000	320000	*
142	chrX	7675001	7720000	45000	*
143	chrX	7720001	7740000	20000	*
144	chrX	7740001	7815000	75000	*
145	chrX	7820001	7880000	60000	*
146	chrX	7890001	7935000	45000	*
147	chrX	7935001	7970000	35000	*
148	chrX	7970001	7990000	20000	*
149	chrX	7990001	8040000	50000	*
150	chrX	8040001	8060000	20000	*
151	chrX	8060001	8130000	70000	*
152	chrX	8130001	8180000	50000	*
153	chrX	8180001	8255000	75000	*
154	chrX	8255001	8395000	140000	*
155	chrX	8410001	8440000	30000	*
156	chrX	8440001	8520000	80000	*
157	chrX	8520001	8550000	30000	*
158	chrX	8575001	8610000	35000	*
159	chrX	8610001	8675000	65000	*
160	chrX	8675001	8725000	50000	*
161	chrX	8725001	8910000	185000	*
162	chrX	8910001	8950000	40000	*
163	chrX	8955001	9015000	60000	*
164	chrX	9015001	9080000	65000	*
165	chrX	9080001	9110000	30000	*
166	chrX	9110001	9165000	55000	*
167	chrX	9180001	9230000	50000	*
168	chrX	9230001	9285000	55000	*
169	chrX	9285001	9315000	30000	*
170	chrX	9315001	9355000	40000	*
171	chrX	9355001	9520000	165000	*
172	chrX	9525001	9550000	25000	*
173	chrX	9550001	9580000	30000	*
174	chrX	9580001	9600000	20000	*
175	chrX	9600001	9655000	55000	*
176	chrX	9655001	9685000	30000	*
177	chrX	9685001	9785000	100000	*
178	chrX	9785001	9800000	15000	*
179	chrX	9805001	10085000	280000	*
180	chrX	10085001	10095000	10000	*
181	chrX	10105001	10140000	35000	*
182	chrX	10145001	10205000	60000	*
183	chrX	10205001	10270000	65000	*
184	chrX	10295001	10350000	55000	*
185	chrX	10355001	10365000	10000	*
186	chrX	10365001	10395000	30000	*
187	chrX	10395001	10455000	60000	*
188	chrX	10455001	10485000	30000	*
189	chrX	10485001	10525000	40000	*
190	chrX	10530001	10585000	55000	*
191	chrX	10585001	10605000	20000	*
192	chrX	10605001	10700000	95000	*
193	chrX	10700001	10745000	45000	*
194	chrX	10745001	10765000	20000	*
195	chrX	10775001	10820000	45000	*
196	chrX	10820001	10840000	20000	*
197	chrX	10840001	10880000	40000	*
198	chrX	10880001	10920000	40000	*
199	chrX	10930001	11110000	180000	*
200	chrX	11125001	11155000	30000	*
201	chrX	11155001	11185000	30000	*
202	chrX	11190001	11315000	125000	*
203	chrX	11320001	11340000	20000	*
204	chrX	11340001	11370000	30000	*
205	chrX	11370001	11455000	85000	*
206	chrX	11455001	11490000	35000	*
207	chrX	11490001	11535000	45000	*
208	chrX	11540001	11560000	20000	*
209	chrX	11560001	11580000	20000	*
210	chrX	11580001	11590000	10000	*
211	chrX	11600001	11620000	20000	*
212	chrX	11620001	11635000	15000	*
213	chrX	11640001	11680000	40000	*
214	chrX	11695001	11730000	35000	*
215	chrX	11730001	11740000	10000	*
216	chrX	11755001	11790000	35000	*
217	chrX	11790001	11820000	30000	*
218	chrX	11820001	11885000	65000	*
219	chrX	11885001	11920000	35000	*
220	chrX	11920001	11990000	70000	*
221	chrX	11990001	12000000	10000	*
222	chrX	12000001	12035000	35000	*
223	chrX	12035001	12205000	170000	*
224	chrX	12205001	12345000	140000	*
225	chrX	12345001	12460000	115000	*
226	chrX	12460001	12575000	115000	*
227	chrX	12575001	12655000	80000	*
228	chrX	12655001	12715000	60000	*
229	chrX	12715001	12765000	50000	*
230	chrX	12765001	12795000	30000	*
231	chrX	12800001	12875000	75000	*
232	chrX	12875001	12920000	45000	*
233	chrX	12920001	12930000	10000	*
234	chrX	12935001	13070000	135000	*
235	chrX	13080001	13125000	45000	*
236	chrX	13125001	13140000	15000	*
237	chrX	13140001	13180000	40000	*
238	chrX	13185001	13210000	25000	*
239	chrX	13210001	13255000	45000	*
240	chrX	13255001	13285000	30000	*
241	chrX	13300001	13335000	35000	*
242	chrX	13335001	13370000	35000	*
243	chrX	13370001	13415000	45000	*
244	chrX	13425001	13565000	140000	*
245	chrX	13565001	13605000	40000	*
246	chrX	13625001	13720000	95000	*
247	chrX	13735001	13765000	30000	*
248	chrX	13765001	13785000	20000	*
249	chrX	13785001	13820000	35000	*
250	chrX	13835001	13850000	15000	*
251	chrX	13850001	13985000	135000	*
252	chrX	13985001	14000000	15000	*
253	chrX	14010001	14030000	20000	*
254	chrX	14060001	14085000	25000	*
255	chrX	14085001	14105000	20000	*
256	chrX	14110001	14160000	50000	*
257	chrX	14165001	14200000	35000	*
258	chrX	14200001	14265000	65000	*
259	chrX	14265001	14280000	15000	*
260	chrX	14285001	14305000	20000	*
261	chrX	14310001	14500000	190000	*
262	chrX	14500001	14550000	50000	*
263	chrX	14560001	14570000	10000	*
264	chrX	14570001	14620000	50000	*
265	chrX	14620001	14810000	190000	*
266	chrX	14810001	14825000	15000	*
267	chrX	14825001	14840000	15000	*
268	chrX	14840001	14940000	100000	*
269	chrX	14955001	15020000	65000	*
270	chrX	15020001	15035000	15000	*
271	chrX	15040001	15090000	50000	*
272	chrX	15090001	15140000	50000	*
273	chrX	15140001	15170000	30000	*
274	chrX	15170001	15280000	110000	*
275	chrX	15280001	15320000	40000	*
276	chrX	15320001	15350000	30000	*
277	chrX	15350001	15445000	95000	*
278	chrX	15445001	15490000	45000	*
279	chrX	15490001	15570000	80000	*
280	chrX	15595001	15700000	105000	*
281	chrX	15700001	15750000	50000	*
282	chrX	15750001	15760000	10000	*
283	chrX	15760001	15795000	35000	*
284	chrX	15805001	15835000	30000	*
285	chrX	15870001	15890000	20000	*
286	chrX	15890001	15910000	20000	*
287	chrX	15910001	16015000	105000	*
288	chrX	16055001	16105000	50000	*
289	chrX	16105001	16225000	120000	*
290	chrX	16230001	16240000	10000	*
291	chrX	16240001	16270000	30000	*
292	chrX	16270001	16335000	65000	*
293	chrX	16335001	16340000	5000	*
294	chrX	16350001	16385000	35000	*
295	chrX	16385001	16420000	35000	*
296	chrX	16420001	16455000	35000	*
297	chrX	16455001	16535000	80000	*
298	chrX	16535001	16560000	25000	*
299	chrX	16560001	16585000	25000	*
300	chrX	16600001	16635000	35000	*
301	chrX	16655001	16685000	30000	*
302	chrX	16685001	16720000	35000	*
303	chrX	16720001	16750000	30000	*
304	chrX	16750001	16785000	35000	*
305	chrX	16785001	16810000	25000	*
306	chrX	16810001	16930000	120000	*
307	chrX	16940001	16970000	30000	*
308	chrX	16970001	17060000	90000	*
309	chrX	17060001	17115000	55000	*
310	chrX	17120001	17160000	40000	*
311	chrX	17160001	17180000	20000	*
312	chrX	17180001	17220000	40000	*
313	chrX	17220001	17255000	35000	*
314	chrX	17255001	17285000	30000	*
315	chrX	17315001	17580000	265000	*
316	chrX	17580001	17630000	50000	*
317	chrX	17630001	17660000	30000	*
318	chrX	17660001	17685000	25000	*
319	chrX	17710001	17745000	35000	*
320	chrX	17745001	17820000	75000	*
321	chrX	17820001	17865000	45000	*
322	chrX	17865001	17890000	25000	*
323	chrX	17915001	18060000	145000	*
324	chrX	18060001	18165000	105000	*
325	chrX	18165001	18220000	55000	*
326	chrX	18220001	18230000	10000	*
327	chrX	18230001	18320000	90000	*
328	chrX	18320001	18360000	40000	*
329	chrX	18360001	18410000	50000	*
330	chrX	18410001	18430000	20000	*
331	chrX	18435001	18480000	45000	*
332	chrX	18480001	18505000	25000	*
333	chrX	18515001	18535000	20000	*
334	chrX	18535001	18570000	35000	*
335	chrX	18570001	18635000	65000	*
336	chrX	18660001	18705000	45000	*
337	chrX	18705001	18775000	70000	*
338	chrX	18775001	18800000	25000	*
339	chrX	18800001	18830000	30000	*
340	chrX	18845001	18865000	20000	*
341	chrX	18865001	18895000	30000	*
342	chrX	18895001	18960000	65000	*
343	chrX	18965001	19060000	95000	*
344	chrX	19065001	19150000	85000	*
345	chrX	19150001	19175000	25000	*
346	chrX	19175001	19255000	80000	*
347	chrX	19255001	19280000	25000	*
348	chrX	19280001	19325000	45000	*
349	chrX	19325001	19345000	20000	*
350	chrX	19345001	19395000	50000	*
351	chrX	19400001	19440000	40000	*
352	chrX	19445001	19480000	35000	*
353	chrX	19495001	19530000	35000	*
354	chrX	19530001	19560000	30000	*
355	chrX	19560001	19595000	35000	*
356	chrX	19595001	19635000	40000	*
357	chrX	19635001	19665000	30000	*
358	chrX	19665001	19695000	30000	*
359	chrX	19695001	19745000	50000	*
360	chrX	19745001	19795000	50000	*
361	chrX	19805001	19850000	45000	*
362	chrX	19850001	19870000	20000	*
363	chrX	19870001	19910000	40000	*
364	chrX	19955001	20145000	190000	*
365	chrX	20145001	20175000	30000	*
366	chrX	20230001	20260000	30000	*
367	chrX	20260001	20290000	30000	*
368	chrX	20320001	20390000	70000	*
369	chrX	20390001	20435000	45000	*
370	chrX	20435001	20465000	30000	*
371	chrX	20465001	20515000	50000	*
372	chrX	20515001	20530000	15000	*
373	chrX	20530001	20630000	100000	*
374	chrX	20630001	20760000	130000	*
375	chrX	20760001	20810000	50000	*
376	chrX	20810001	20840000	30000	*
377	chrX	20845001	20955000	110000	*
378	chrX	20960001	21020000	60000	*
379	chrX	21030001	21055000	25000	*
380	chrX	21055001	21110000	55000	*
381	chrX	21110001	21145000	35000	*
382	chrX	21165001	21285000	120000	*
383	chrX	21285001	21315000	30000	*
384	chrX	21315001	21345000	30000	*
385	chrX	21345001	21395000	50000	*
386	chrX	21395001	21460000	65000	*
387	chrX	21465001	21525000	60000	*
388	chrX	21555001	21610000	55000	*
389	chrX	22425001	22440000	15000	*
390	chrX	22440001	22490000	50000	*
391	chrX	22490001	22550000	60000	*
392	chrX	22570001	22620000	50000	*
393	chrX	22625001	22640000	15000	*
394	chrX	22640001	22685000	45000	*
395	chrX	22700001	22825000	125000	*
396	chrX	22825001	22865000	40000	*
397	chrX	22865001	22950000	85000	*
398	chrX	22980001	23020000	40000	*
399	chrX	23020001	23055000	35000	*
400	chrX	23060001	23070000	10000	*
401	chrX	23070001	23110000	40000	*
402	chrX	23170001	23190000	20000	*
